"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum"
"N","2013","leached","crop_manure",55946596.1965935,18621865.9910198
"N","2013","leached","crop",19577754.8125764,6587137.86115041
"N","2013","leached","manure",36368841.384017,12034728.1298694
