"zone","uv_2005_2009.2005_2009_mol_1km","uv_2006_2010.2005_2009_mol_1km","uv_2007_2011.2005_2009_mol_1km","uv_2008_2012.2005_2009_mol_1km","uv_2009_2013.2005_2009_mol_1km","uv_2010_2014.2005_2009_mol_1km","uv_2011_2015.2005_2009_mol_1km","uv_2012_2016.2005_2009_mol_1km","uv_2013_2017.2005_2009_mol_1km","uv_2014_2018.2005_2009_mol_1km","uv_2015_2019.2005_2009_mol_1km","uv_2016_2020.2005_2009_mol_1km","uv_2017_2021.2005_2009_mol_1km","uv_2018_2022.2005_2009_mol_1km","uv_2019_2023.2005_2009_mol_1km"
11,0,0.0126634696372607,0.0180626802146246,0.0255808044473456,0.0236212785647315,0.0124092130327233,0.0106105594857589,0.0441512301887221,0.0360221673127546,0.0612005029379524,0.118795551391433,0.107570907229325,0.0452705778524084,0.0312771787127068,0.0147432955403903
12,0,0.00403788503018695,0.0294946410390304,0.0164996750978249,0.00588814672667489,0.0028135723125508,0.00141101627671481,0.0486636666065927,0.0857270780564272,0.0701874223250958,0.344290515764645,0.362112516194188,0.132319793282914,0.0642177834214173,0.0367211692622139
13,0,0.0131591418243369,0.00889347097174728,0.000847829189785357,0.00184602733603601,0.000165959409064066,0,0.0170228734019166,0.0277938710741798,0.0351878077306212,0.209611981192462,0.225586487860177,0.061211632271453,0.0322945814812375,0.019930097645363
14,0,0.0327066846661443,0.0321703757017922,0.0179488571235288,0.0169542494552602,0.0131663512831252,0.00632210507726974,0.0563644511627492,0.113666837210293,0.132004191039226,0.211368767480857,0.253570529067627,0.168241850404189,0.116826334464481,0.128669841316015
15,0,0.069744691764124,0.0588565342066435,0.0348458425346907,0.0223259346278848,0.011081328346892,0.00188568670758525,0.0338873352314878,0.0326374023323798,0.0780151080106656,0.191008107181181,0.188976176071003,0.0679004593590027,0.0345004688584889,0.0289451096386601
16,0,0.0256540464117007,0.00595926885699707,0.0124709785706592,0.0265047621204838,0.0228528215972179,0.0380612455244326,0.125502624135806,0.139487794729687,0.0694591721329528,0.122034335236062,0.0886952787159904,0.0302938267865785,0.0432935950040629,0.0334119961088606
17,0,0.0926780523127132,0.140206484360709,0.132807266833798,0.083895391564623,0.0591211859840609,0.0403624602780643,0.0871139517027369,0.0643396896050028,0.107501461108677,0.112340942528769,0.0755787378343332,0.108450176773238,0.212536946381026,0.141780063518064
18,0,0.0411145858307925,0.00335374897223665,0.00509496045909878,0.00545332273891365,0.00427263940279712,0.0144877096828609,0.200809063915208,0.183034419236275,0.179345118857032,0.203682523829353,0.105640046981744,0.00249127927139818,0.0213179791978443,0.00683433195097928
19,0,0.00286008455266784,0.0600891542208755,0.0732010841211029,0.0513352880875533,0.0349403633702519,0.0179475381413758,0.00555765894100522,0.0011808852369762,0.0102047173198462,0.0280313612131057,0.0374881678651295,0.0697565378860251,0.158733517299652,0.0705507969899205
20,0,0.00312059135995636,0.0152871038260254,0.0296431235877154,0.0683697846342467,0.0712866412502551,0.0994730080223943,0.15834725465232,0.205349289105476,0.197562201684366,0.283800692181185,0.338004875690372,0.363469102508747,0.323254657851907,0.353056396575144
21,0,0.00192102463220769,0.0158575676307295,0.027072145926044,0.00840762798800763,0.0261826260457501,0.07081499636572,0.127438879124665,0.194660616485346,0.22964203730811,0.320719838720684,0.363340552463962,0.35500686461637,0.274855564480007,0.304358393667642
24,0,0.0881509172649158,0.0856953950890099,0.0478493327725741,0.0318330602494918,0.0228334089184598,0,0,0,0,0.00170723164780278,0.0169891726091353,0.01418618590937,0.0026398026696627,0.018478618397535
25,0,0.0416618753083702,0.0296615501028866,0.0218360265095524,0.0124181448638389,0.00116140153514114,0,0.00285396091248646,0.00915698056885886,0.00864308080083888,0.0144627895728883,0.0223299540508955,0.0101660205538375,0.00104728772840173,0.00217524047707502
26,0,0.0279186944142348,0.0271914059425736,0.0332011482545655,0.0164372046929196,0.00522899810246258,0.00540697567120305,0.00417874348483672,0,0.00472470638831668,0.0100484069000132,0.0123258222364174,0.00941466057368992,0.00532823159610101,0.00259600717996935
28,0,0.033567140805447,0.00762322179125717,0,0,0,0,0.00450020182080541,0.00316659653881049,0.0124134271802806,0.0450246563419969,0.062039665734811,0.00227609471098518,0.01741015203199,0
29,0,6.75544428121967e-05,0,0,0,0,0,0.0483540202344677,0.0241181044499785,0.0312473192942486,0.0834306720448233,0.125273753617571,0.00542539305688323,0.0415291517516616,0
30,0,0.0232187125057974,0,0,0,0,0,0.0141744227257284,0.000204243385333487,0.00483071173326843,0.0906423992070509,0.163046510692844,0.0185780189529383,0.0623091348936018,0
31,0,0.018864298126899,0.0217403123500976,0.00443690411377377,0.00630981740633612,0.000706778250168116,0,0.000137749604753681,0.000595372864755143,0.00468519786607794,0.0180982177833116,0.0166393041405173,0.0106839192707565,0.0145307281254901,0.00148811748932495
32,0,0.00197226434640756,0,0,0,0,0.000453493568883912,0.0412721711434413,0.0683247576533663,0.0034842525157607,0.000978881889224716,0.00341240455251761,0,0,0
33,0,0,0,0,0,0,0,0.128349210439777,0.0928919563069549,0,0.00266822238523542,0.00373797271046185,0,0,0
34,0,0,0,0,0,0,0,0.0571898662218224,0.0578930596506407,0,0.00207335454165986,0.000261652586272148,0,0,0
35,0,0,0,0,0,0,0,0.0199925315372943,0.0163160382973779,0,0.00268811398792589,0.00256816044672224,0,0,0
36,0,0.041997219306428,0.000340046342490587,0,0.00537832624690517,0,0.00300899384771316,0.0556403743422575,0.0496032328451624,0.00569481024327957,0.0263901861631197,0.017271077953961,0,0.00264538532466593,0
37,0,0.0344221551382383,0.0121879331270143,0.00606181923142696,0.0184884287728803,0.005737247461374,0.0026489468234228,0.0788556992544558,0.0816377566568065,0.0273271017530077,0.0545848437977081,0.0274111586222918,0.00383357391868146,0.00840754118873799,0.00136226962815524
38,0,0.0114235555303053,0.0144993805418391,0.00516882595141512,0.00417388827765503,0.00231150345055658,0.000158626270998288,0.0138498373659559,0.0268747858816164,0.0428282173385961,0.0666279846795647,0.0831268667460947,0.0389555074572495,0.0418850729952879,0.0234480853313912
39,0,0.00539036460393953,0.0393201120717153,0.0194289639759222,0.00757333170509288,0,0,0,0,0,0,0.000115429696697344,0.000912903104649571,0.00028993924541197,0.000115429696697344
40,0,0.00594704434289088,0.0263490630744241,0.00883908768753983,0.00487063771859208,0,0,0,0,8.80108747909304e-05,0.000168005625301229,0.000318786323195723,0,0,0
41,0,0.00676372819722828,0,0.000335021534615086,0.000804020710495904,5.14484468290178e-05,0.00215515559284571,0.0271790034041422,0.0261189278544741,0.00354183699960645,0.0158025206481924,0.0245196633608403,0.00272447015046469,0.00676540610514973,0.00385026948501432
42,0,0.0170589178062525,0.000458247081308641,0.00119504587346607,0.0026672169303509,0.00196264050301947,0.0072445836914653,0.0948489057828261,0.100845718677899,0.0327202063677123,0.0452046965742106,0.053751115558774,0.00807439729696725,0.0178224292242099,0.00657615299106451
43,0,0.034459005146924,0.0621562179293667,0.0043082498792438,0.00171957871301517,0.000325546822290237,9.23724248136941e-07,1.18764543702986e-06,0,0.000163235273240183,0.000975980628107663,0.00113816023432816,0.00146278329660845,0.000650433841521231,0.000325282901043337
44,0,0.0091453124721107,0.0130596153766979,0.000500303557362495,0.000245259065096224,0,0,0,0,0,0.000843851377790058,0.00425853086721563,4.38077310296652e-05,0,0
45,0,0.00127193609190744,0.00127193609190744,0.00102731852704851,1.69742361019677e-06,0,0,0,0,0,0.0577125942737107,0.0965349361571076,0.0044080207341423,0.000754410521056367,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0.000531296978723056,0.000594410118875739,0.000902242222051989,0.000820038291253031,0,0,0,0,0,0.0269242208452608,0.0531299683875294,0.000735481793703375,1.62244594317755e-07,0
48,0,0.0033872295878073,0.00253112928152832,0.00306475543652926,0.00220128688270049,0.00123939061220975,0,0.00447048313945557,0.00938325833629673,0.0081534905103966,0.106733666646482,0.158293816400568,0.0588885810938764,0.0247192427234469,0.00816828220726832
49,0,0.0327920887341553,0.0344877820440721,0.0360488977835225,0.0146997943234042,0,0,0,0.00503302744455722,0,0.119491579553803,0.23326856407451,0.0299225560308971,0,0
50,0,0.00329027688518973,0.0161875100089753,0.00939120013680921,0.000276733278773631,0,0,0,0.000321332760026681,0,0.043110430714072,0.163279339271467,0.023021312944439,0.00235977897245298,0.00179900320740219
51,0,2.90095631195633e-05,0.0377036019428413,0,0,0,0,0,0,0,0,0.109705335239243,8.70286861706532e-05,0,0
52,0,0,0.00145468642283005,0,0,0,0,0,0,0,0,0.0430395298237143,0,0,0
53,0,0,0.0027112423832868,0,0.000524803961939423,0,0,0.00429826716010991,0.00543196114859979,0.00538564708837046,0.0964466089401154,0.246474138615891,0.062752312774447,0.0322402069516796,0.015754929686059
54,0,0,0.00784716224554529,0.00219919418531909,0,0,0,0,0,0,0.0359649175672914,0.164821620104088,0.0288082834490054,0.00554687481720744,0.00134956830359378
55,0,0.00248767939028222,0.045344976656334,0.0974777101940936,0.0188810187177739,0.0247716632383825,0.0561476112145389,0.0447869058872473,0.0720092510754744,0.141525161812496,0.197296781410656,0.298155973268005,0.242744940178013,0.141808660195003,0.162950670751451
56,0,0.0926395832729609,0.0672422444384523,0.0651564497092122,0.149024660368364,0.0911271020825207,0.00608885978145143,0.0668504534997961,0.138275141881463,0.0946313367163648,0.288510949629951,0.358013617224451,0.247743177900969,0.135136409696408,0.0925069409681604
57,0,0.00523450843884492,0.029061539708529,0.14286536112986,0.147174706610565,0.105321277204543,0.152516091751735,0.168993898428076,0.149348684079163,0.105736844038512,0.233762793219019,0.318173945184422,0.309356815717446,0.234688444314407,0.408565391133285
58,0,0.0111810684980502,0.00256468628402373,0.0445111619687014,0.0861202456430869,0.0590195784904269,0.0311570069765501,0.0734144446901647,0.0444035032637044,0.0147778104346812,0.106525304357364,0.209089322390171,0.157017235611386,0.149431526123271,0.235401787821692
59,0,0,0,0.0337397416269433,0,0.000184276500803933,0.00197561548836765,0.00267415199282799,0.00197561548836765,0.0699436457283729,0.20428549312008,0.339891584633877,0.339694451698009,0.42444021643037,0.45781139407387
60,0,0,0,0,0,0,0.101694911718369,0.0338983051478863,0.135593220591545,0.0847457647323608,0.169491529464722,0.27118644118309,0.27118644118309,0.186440676450729,0.338983058929443
61,0,0.0149059093048085,0.0976439025098424,0.146350154045653,0.0781470043333833,0.0938110772375588,0.109197295208093,0.110768392999335,0.0468431997957834,0.073651898996374,0.104540107084256,0.2973849574212,0.248793139530671,0.408339773988409,0.525473448225916
62,0,0.000311845439029531,0.0169596604151653,0.0617276680881494,0.0887681740938713,0.0854414459666906,0.11886813016444,0.104912413682816,0.122375488287125,0.0767737921279207,0.17593864817302,0.328261646599054,0.298855544716893,0.276306374433256,0.43478329609694
63,0,0.0539673089703132,0.0197086591067688,0.0182393342548394,0.0699532076503841,0.0390778575572092,0.00270649894113037,0.0158622931895528,0.0293750795497193,0.00409651827275645,0.150914730335712,0.289122322613988,0.212675197280938,0.178675818241436,0.168378309466904
64,0,0.0605029303091058,0.0937114297570906,0.138998025087817,0.220534948489309,0.177549504399849,0.0601158457957568,0.109080833358428,0.161130921277109,0.0751105962499411,0.345563769394661,0.409317389351516,0.286774582278852,0.153194882444738,0.0997442140846951
65,0,0.0931626807627634,0.0445142251692052,0.027103798035825,0.0841280802591436,0.0384938086423759,0,0.13223705327722,0.192658593284848,0.194474522806625,0.3852760876685,0.38311419991264,0.170648684539731,0.0694561349187966,0
66,0,0.107034294048374,0.0776923210111085,0.0672992547510466,0.140484848670133,0.107663737358036,0.0218482965570453,0.129696735294441,0.196938403440935,0.183838349477306,0.381434939900559,0.382274639842896,0.201547718748272,0.0830761373469541,0.0135209350682137
67,0,0.0646150851688542,0.0785416193840332,0.0865065660997839,0.084367239066487,0.160247143881699,0.0903698810649942,0.234484054428868,0.221138331595973,0.168107789423604,0.112445035086044,0.372142135810749,0.263842487637105,0.351021789771647,0.3763418376577
68,0,0.0264111326960962,0.0677583780211287,0.139095993230004,0.122979193902515,0.223288184124454,0.219241658850583,0.314970199350525,0.20658276350694,0.206652322223913,0.175791104278382,0.424158658690275,0.366937287975325,0.505386773993237,0.583727034141745
69,0,0,0.000457849106942255,0,0,0.000343258365249637,0.00522441294108859,0.00667452517804956,0.0164877065701811,0.0270485531889072,0.0346737191151749,0.133076847802641,0.0860113973446731,0.115341489957503,0.0919639507414542
70,0,0,0.00413707854334241,0.0010520983377016,0,0.00499613505972412,0.0181680615147187,0.0246728738989151,0.0538967793800451,0.0883254368980065,0.065649378849066,0.15831067662171,0.138949933835734,0.190716286088916,0.197061666677136
71,0,0.03142798624981,0.187026396268007,0.260468365942261,0.143882754893984,0.111661007416422,0.129997655887147,0.0980468278898481,0.0602223463630106,0.0796190283220082,0.185960876330553,0.358200811137747,0.289320537244622,0.30103323774195,0.376786429148882
72,0,0.0550005812112942,0.218925019265373,0.313097182141988,0.242821550951264,0.222690478305395,0.261940110084896,0.206519210450907,0.0857516524902252,0.097007219713792,0.251960257657094,0.370413553678697,0.309214406288587,0.322636305381331,0.39141228544053
73,0,0.00813370693029132,0.106331440289704,0.148618447462211,0.117008203107778,0.123381980025069,0.160033014708263,0.119981481032569,0.10585630139136,0.110677037337062,0.112087138749482,0.266933929403209,0.267752977327705,0.281346010938718,0.315499726538404
74,0,0.0192676501112204,0.00859516915684906,0.0470358099543039,0.0546428946898308,0.0887960013995112,0.0822100671664167,0.115897010642188,0.120119709534072,0.105306868797017,0.142735437724248,0.296195229732464,0.326356440679945,0.233640516884343,0.214469473123569
75,0,0.040394349987343,0.137311598956022,0.199928167016568,0.136095432711069,0.193758777839501,0.248679667678661,0.229042442395967,0.179273340309318,0.143341501226936,0.222090193824954,0.355506601658404,0.303085162711563,0.229175115126408,0.315864507934034
76,0,0.0212703828468051,0.069673535664827,0.130159643468248,0.0829319173261294,0.112680738775708,0.124817411553264,0.137690285420405,0.123301651884877,0.084194767288227,0.111747688652262,0.283853803879572,0.245222018781526,0.194293337862121,0.245255898219885
77,0,0.0187538294009935,0.013424007597968,0.0538978392187444,0,0.0162232166233716,0.0038576236413369,0.109344826786574,0.164367871970086,0.102640080892592,0.109639556445686,0.286894237320262,0.195298548066963,0.073994649584053,0.125068598000707
78,0,0.0437705756700663,0.0169337764035957,0.0512387806773226,0,0.0461154415367733,0.00616815073486101,0.0584232959347823,0.125583333725463,0.0604483380482502,0.0573784847211782,0.2832944025313,0.239914383943696,0.146293495030866,0.213817947938637
79,0,0.0475752977287127,0.0352364800180038,0.0543583672630273,0.0212280081701948,0.0631143275165534,0.012951147838384,0.0522490502175245,0.0785904782528458,0.0327647739916866,0.0299440002314387,0.291875659982793,0.268547926883835,0.21149988419424,0.228492737026777
80,0,0.0441653433272339,0.0918730575339904,0.140931524232929,0.0951416915525888,0.181006417857852,0.182574229809052,0.269128969415969,0.252098468274007,0.202883643489907,0.140133959561179,0.343639279010707,0.249143181230646,0.29299662068908,0.360634289792071
81,0,0.0398988636540006,0.0441395835395926,0.0620507321287387,0.0406849365713743,0.0466559225331733,0.0250469116126611,0.0867426280277706,0.12307564694341,0.0734770058366645,0.0799952253446577,0.306839607732606,0.247671691701496,0.227018945732567,0.260252180337002
82,0,0,0.077334941725097,0.19591072652448,0.104874807215055,0.0869683384279102,0.187711293148678,0.0989796210509151,0.0629805826542066,0.104067447797689,0.166570041406653,0.243922391563986,0.195462195352644,0.162624302644405,0.193716263789185
84,0,0.00567802469884049,0.0538228431442667,0.0993085269847883,0.0355781733333913,0.0226025824060753,0.130506977591932,0.151868567345425,0.145004077859569,0.142776513970177,0.199238071879099,0.295989094934134,0.2439998358617,0.288595237423978,0.470644473310272
85,0,0.0315392896824535,0.0459648316939201,0.0128709571938575,0.00505314859210874,0,0,0,0,0.00247449506610929,0.0208774698149706,0.0614376848686811,0.0439162935110111,0.0472727058802987,3.95588891575186e-05
86,0,0.0409216592558369,0.00942918908207968,0.00505540970834499,0.00303033471333114,0.000457309146730379,0.000457309146730379,0.0425290228133378,0.0553240187560724,0.0544732795447719,0.143027703006853,0.128182555574106,0.019584369903063,0.0719377648817703,0.0068324446650285
88,0,0.0561251154170801,0.0306486410117794,0.0458941270818191,0.10222601425314,0.0649389830981396,0.0967468141131705,0.0842410257530625,0.084464347433447,0.0308901780925012,0.0326660977304452,0.0408940054906514,0.0666720090605083,0.134414776907519,0.140181658668361
89,0,0.0036254216237741,0.0223313226291015,0.0436622182244044,0.0267275261278991,0.0643050179061208,0.110530733803511,0.136254904158782,0.136485552947277,0.196941894117548,0.168023051108509,0.208388964385107,0.219285722291714,0.322885779287724,0.402885811508945
90,0,0.0828397206835652,0.159191133728027,0.166908434292039,0.162511433454196,0.152745530485421,0.212255533476611,0.175313042922715,0.167134179608731,0.177331988946893,0.17153108685816,0.0723029479920515,0.104709600269439,0.309967243002132,0.271079479135002
91,0,0.0582571380288745,0.0959006423164562,0.116482937565172,0.150744111716799,0.16338231959742,0.242867365826095,0.200538888943397,0.206507714619306,0.169449259203255,0.157551838209147,0.052278287879557,0.0763770051517446,0.262239051857763,0.285461886812961
92,0,0.107451524525794,0.0623253141816399,0.0645212824805759,0.0436669737964195,0.0353148616212428,0.051410538242715,0.0944865877136734,0.145796901252878,0.118868585448586,0.166292904768123,0.117129172946409,0.113544491513344,0.17683314641707,0.138014925136373
93,0,0.0876548658422198,0.104566087171414,0.116739606506602,0.17049203843681,0.112694106362645,0.192956287479802,0.215204636741835,0.234120832406232,0.202100739503872,0.236263466520137,0.14066451374341,0.17104270807276,0.362811181432288,0.399691967744249
94,0,0.0704883783351977,0.104589012696275,0.140386666228722,0.160512723281181,0.11341073847882,0.168753252549828,0.170817288720011,0.200324674340704,0.196461012995197,0.192118478100667,0.145165347953398,0.213428594860626,0.3499462637559,0.439303281769838
95,0,0.0285665428580235,0.0716436634108303,0.122382979831696,0.11649673335552,0.168461105850027,0.142016441816722,0.142200811301637,0.093519496484005,0.0555008934011537,0.0834642031558714,0.18533300258605,0.289004124004523,0.372810340702156,0.455671314223539
96,0,0.020323547479521,0.0385726772492825,0.0367796970741093,0.0517292974308119,0.00157439119850572,0.00103646957139072,0.030643231879986,0.0197908015387844,0.132895385827898,0.182906937798956,0.148518771784109,0.048412946793428,0.0231288732085871,0.00113545828894527
97,0,0.00386090758607968,0.0635770597957672,0.0210342116018181,0.0194549286359571,0.00481914090255169,0.00382103839179497,0.0121796237398709,0.00731039210386474,0.0168700717136418,0.0201009634474086,0.014244986962213,0.00858620380576897,0.00533367358108028,0.00322569179596476
98,0,0.00852130223964765,0.0927006303414173,0.109314116757374,0.118964474835613,0.0248601557107403,0,0,0,0,0.00481182760707309,0.0227975355686761,0.0368315550226509,0.00852702387285921,0
99,0,0.0196489609652399,0.0539504124027643,0.0882479652440513,0.0870954961089536,0.00922268386589385,0,0,0,0,0.00861114913167557,0.0343170308934887,0.0383553017788114,0.00618448582328074,0
100,0,0.00174394633087044,0.0478892492374098,0.0358023454781533,0.0133475964708911,0.0102330089168945,0.000153779287937046,0.000221754193065944,0.000357703995853565,0.0371960158235941,0.076143037073017,0.124086888390017,0.129846185492321,0.101443816706744,0.0541399688540962
101,0,0.02984946485643,0.000295755646351588,0.000591511292703176,0.000295755646351588,0,0,0.0228579985745273,0.0256945613438094,0.0168192328808494,0.0455543475168871,0.103163713317019,0.0246564149251662,0.0521868890717537,0.0306538401287971
102,0,0.065196437661564,0.00511792602590934,0.00875027111695418,0.0145509537356433,0.0371164292902468,0.0230480176352773,0.0757090509445454,0.0630196951054484,0.0249223684456382,0.036161024058758,0.0594078987051305,0.0245436237609217,0.0542921334628765,0.0304201050593372
103,0,0.0220308172127097,0.125710807740664,0.092679424480464,0.0929920536269233,0.0249875111871299,0.00191591390810832,0.000368406055230548,0,0,0.00318374357822509,0.0468378368216572,0.0581998349310629,0.057496871389065,0.0161246244207567
104,0,0.0114426707622662,0.0797880537154146,0.0386074812487078,0.0261735460749535,0.007251451592452,0.00159804510248066,0.000399511275620164,0,0,0.00851090212618364,0.050580130362264,0.111913625688208,0.0793054436466059,0.00536136965659276
105,0,0.0187036782855976,0.021598938168102,0.0562373570077971,0.0356611690693022,0.0658258866006719,0.0822384121561151,0.0651384266346023,0.0840233670732184,0.12636257474545,0.14991606432699,0.227097413450147,0.293701878856721,0.426559077989461,0.46336239456744
106,0,0.00478208023502223,0.0316707626336954,0.00773914511467083,0.00875009760586807,0.00216650371670352,0,0,0,0,0.00354936592874229,0.0304645523720548,0.0217850903739248,0.00925237514430526,0.00121658972683541
107,0,0.0363364408477977,0.0351521089394258,0.0559479016146096,0.020386088852947,0.00877383109346919,0,0.00248001688345407,0.00242568760794993,0.00300530293203285,0.0120842034886442,0.00433850327818687,0.00158854504379505,0.00122658811927842,0.00238459098052589
108,0,0.0398876046782888,0.105584946088051,0.163085018568689,0.118507576857962,0.0730742583226229,0.0681883522076976,0.0618564002173906,0.104829808421245,0.140445927592952,0.277460256724863,0.380050240157399,0.339802682009503,0.296537319298506,0.272713659312425
110,0,0.0281768609952747,0.0357337678899173,0.04637922484011,0.0540661525560915,0.0312284186759665,0.0147952038725263,0.0288270403462033,0.0749360439524559,0.0870626031072159,0.264400373468407,0.397644055179809,0.29834446194684,0.196060067919301,0.171420114612645
111,0,0.0198197365564952,0.0316604534199477,0.0315195789352662,0.015995683791603,0.0112846145188622,0.00525612818149675,0.00968324085763647,0.031917906473282,0.035694233104381,0.22149334298871,0.333881433172309,0.232378769081881,0.17767172301128,0.118895372795282
112,0,0.0274687751894704,0.0155188841720712,0.0319168025695981,0.0325535496913023,0.00905539366374521,0.00327539758136343,0.0174981059729566,0.0425146089873519,0.0406160138294922,0.196634048792492,0.26900198632096,0.185584405509299,0.109440694972827,0.142979395804453
113,0,0.0381146404583056,0.0121054232683363,0.0340863497521538,0.0790560188701151,0.0502095409936768,0.0251001899723252,0.126639989335941,0.152852727045223,0.12519270239942,0.339351588171803,0.379847926308201,0.257028370808165,0.162340503922785,0.114206014507788
114,0,0.0347721515413208,0.0168537909964789,0.0388804919288612,0.0945057395462841,0.0582323938700313,0.0156708286177981,0.086638478349396,0.127145872782607,0.112318784161421,0.330663454108341,0.402392793220256,0.266773664497699,0.151222665830893,0.0810079529731332
115,0,0.0368555565190275,0.00946487084951412,0.0178383316423366,0.0794759980532064,0.0542204485442665,0.0191790532104306,0.0874515141308438,0.152845663221666,0.126165029092548,0.387863110722637,0.463087941671161,0.334386111282309,0.21797719849262,0.186275016212285
116,0,0.0385554537595297,0.0127484842375682,0.00943989105136969,0.04957434078932,0.0211098654410644,0.00292091632968525,0.0444018969322865,0.0706624822900457,0.0416252937992331,0.247652022929595,0.342990717745232,0.223569550451615,0.147341008100619,0.166620830709583
117,0,0.000465700722096014,5.14992916128145e-06,0.00203955587390893,0.00206015559055405,7.3570416589735e-07,3.67852082948675e-07,0.0147490289865476,0.0300275814361409,0.0173177399128602,0.187883574492094,0.283073024146084,0.186605288866868,0.138997689967247,0.120331404107155
118,0,0.00627362295865816,0,0,0.00202271338746271,2.42872608177172e-05,0,3.70700283346102e-05,2.4606830039003e-05,0,0.111362202119678,0.211235414188958,0.151965228261607,0.105711100545521,0.102031101028881
119,0,0.0212967203803979,0,0,0.0499724475624761,0.0191533085578985,0,0.0153047126055155,0.0289996973900006,0,0.132689055404735,0.237704667978212,0.141483987905597,0.0585576639880153,0.076257446292371
120,0,0.0357462389950364,0.00535326192917179,0.00648639905511671,0.0235517038428959,0.0152217386269086,0,0.0083999844284209,0.02425339785201,0.00216213309757554,0.140411853537089,0.223844449026756,0.186163736940112,0.087901539328256,0.0952191624402328
121,0,0.0166712338928201,0,0,0.0899815143073949,0.0426148440402222,0,0.00132351478959234,0.0443795304909894,0,0.117676211285449,0.181537253872071,0.0763362949192285,0.00215727080241924,0.00287636117525924
122,0,0.10387320416655,0.0419201056400711,0.0374076642421809,0.101000691449693,0.0233797906652324,0,0.00935191606054521,0.0140278735769484,0.00467595803027261,0.141998994975904,0.167733016257057,0.0631130005995124,0.0194018785115358,0.00935191606054521
123,0,0.0605686195240037,0.0238812793324588,0.0265259925570366,0.146927704041917,0.0834540730310605,0.0177516901583341,0.0620499904355374,0.0629143788893992,0.0146312272287793,0.148204447523766,0.183035181815638,0.0674218864797602,0.00508118920172993,0.0186114409868272
124,0,0.0696783638870705,0.0539075483142074,0.0289817499085204,0.130844973765851,0.0539985461969849,0,0.032621206144398,0.0468980305952015,0.0180482560150275,0.102038978483102,0.142306851228116,0.0275809188166101,0.00498050178102459,0.00369059730379658
125,0,0.0808614869699477,0.0656124451567631,0.0260760973586786,0.0672442152552079,0.0139595541504806,0,0.0178664216587493,0.0395030251940525,0.0141386020957423,0.137364500559337,0.229743816850904,0.0543945352302309,0.0210881617582661,0.0116624266824875
