iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category
43356,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea boeghii,NA,NT
43357,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea drewii,NA,EN
43358,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea limonensis,NA,VU
43359,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea lutheri,NA,VU
43360,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea penduliscapa,NA,VU
43361,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea petraea,NA,EN
43362,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea strobeliae,NA,EN
43363,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea tillii,NA,VU
43364,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Vriesea,Vriesea wuelfinghoffii,NA,VU
43365,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Werauhia,Werauhia diantha,NA,EN
43366,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Werauhia,Werauhia haltonii,NA,VU
43367,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Werauhia,Werauhia paupera,NA,VU
43368,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Critoniopsis,Critoniopsis yamboyensis,NA,EN
43369,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cronquistianthus,Cronquistianthus bulliferus,NA,VU
43370,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cronquistianthus,Cronquistianthus loxensis,NA,NT
43371,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cronquistianthus,Cronquistianthus niveus,NA,VU
43372,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cronquistianthus,Cronquistianthus origanoides,NA,VU
43373,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cronquistianthus,Cronquistianthus rosei,NA,EN
43374,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Crossothamnus,Crossothamnus gentryi,NA,EN
43375,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cuatrecasanthus,Cuatrecasanthus flexipappus,NA,EN
43376,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Cyathomone,Cyathomone sodiroi,NA,DD
43377,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dasphyllum,Dasphyllum argenteum,NA,VU
43378,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dasphyllum,Dasphyllum lehmannii,NA,CR
43379,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium amplexicaule,NA,EN
43380,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium angelense,NA,EN
43381,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium balsapampae,NA,VU
43382,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium dielsii,NA,DD
43383,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium dodsonii,NA,VU
43384,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium gesnerifolium,NA,EN
43385,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium ingens,NA,VU
43386,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium onae,NA,NT
43387,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium pericaule,NA,VU
43388,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium pururu,NA,VU
43389,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium scytophyllum,NA,VU
43390,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium solisii,NA,VU
43391,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Dendrophorbium,Dendrophorbium tipocochensis,NA,NT
43392,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium antisanense,NA,LC
43393,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium asplundii,NA,VU
43394,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium barclayanum,NA,VU
43395,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium crypteriophyllum,NA,EN
43396,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium ericoides,NA,LC
43397,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium espinosae,NA,NT
43398,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium juniperinum,NA,EN
43399,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium macrocephalum,NA,NT
43400,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium oblanceolatum,NA,NT
43401,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Diplostephium,Diplostephium ramiglabrum,NA,EN
43402,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Egletes,Egletes humifusa,NA,CR
43403,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Elaphandra,Elaphandra pastazensis,NA,NT
43404,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Elaphandra,Elaphandra paucipunctata,NA,EN
43405,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Elaphandra,Elaphandra retroflexa,NA,CR
43406,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Erato,Erato sodiroi,NA,VU
43407,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Ericentrodea,Ericentrodea homogama,NA,NT
43408,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Erigeron,Erigeron adscendens,NA,CR
43409,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Erigeron,Erigeron pauper,NA,EN
43410,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Fleischmannia,Fleischmannia aequinoctialis,NA,VU
43411,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Fleischmannia,Fleischmannia harlingii,NA,VU
43412,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Fleischmannia,Fleischmannia lloensis,NA,VU
43413,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Fleischmannia,Fleischmannia obscurifolia,NA,LC
43414,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Floscaldasia,Floscaldasia azorelloides,NA,VU
43415,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium chimborazense,NA,VU
43416,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium dysodes,NA,NT
43417,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium ecuadorense,NA,EN
43418,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium imbaburense,NA,DD
43419,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium sepositum,NA,EN
43420,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gnaphalium,Gnaphalium sodiroi,NA,CR
43421,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Grosvenoria,Grosvenoria campii,NA,EN
43422,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Grosvenoria,Grosvenoria hypargyra,NA,VU
43423,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Guevaria,Guevaria alvaroi,NA,VU
43424,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Guevaria,Guevaria loxensis,NA,EN
43425,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys acostae,NA,LC
43426,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys baccharoides,NA,VU
43427,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys campii,NA,EN
43428,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys chagalensis,NA,EN
43429,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys chingualensis,NA,VU
43430,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys corazonensis,NA,DD
43431,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys hallii,NA,LC
43432,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys ignaciana,NA,EN
43433,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys jaramilloi,NA,VU
43434,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys leiotheca,NA,DD
43435,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys miniphylla,NA,VU
43436,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys multibracteifera,NA,VU
43437,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys pulchella,NA,VU
43438,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys reinaldii,NA,VU
43439,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Gynoxys,Gynoxys validifolia,NA,EN
43440,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Haplopappus,Haplopappus albicans,NA,EN
43441,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hebeclinium,Hebeclinium obtusisquamosum,NA,VU
43442,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hebeclinium,Hebeclinium recreense,NA,DD
43443,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium coloratum,NA,DD
43444,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium debile,NA,CR
43445,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium hieronymi,NA,DD
43446,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium pangoriense,NA,VU
43447,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium sodiroanum,NA,NT
43448,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hieracium,Hieracium sprucei,NA,DD
43449,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hypochaeris,Hypochaeris sonchoides,NA,LC
43450,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Hypochaeris,Hypochaeris stuebelii,NA,DD
43451,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Ichthyothere,Ichthyothere pastazensis,NA,NT
43452,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Idiopappus,Idiopappus saloyensis,NA,EN
43453,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jalcophila,Jalcophila ecuadorensis,NA,NT
43454,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Joseanthus,Joseanthus sparrei,NA,VU
43455,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jungia,Jungia crenatifolia,NA,EN
43456,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jungia,Jungia fistulosa,NA,NT
43457,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jungia,Jungia glandulifera,NA,EN
43458,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jungia,Jungia mitis,NA,NT
43459,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Jungia,Jungia ovata,NA,VU
43460,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Kaunia,Kaunia pachanoi,NA,EN
43461,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Kingianthus,Kingianthus paniculatus,NA,NT
43462,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Kingianthus,Kingianthus paradoxus,NA,EN
43463,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Lepidaploa,Lepidaploa violiceps,NA,EN
43464,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Liabum,Liabum barclayae,NA,VU
43465,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Liabum,Liabum kingii,NA,LC
43466,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Llerasia,Llerasia fuliginea,NA,EN
43467,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Loricaria,Loricaria antisanensis,NA,NT
43468,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BUDDLEJACEAE,Buddleja,Buddleja ibarrensis,NA,EN
43469,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BUDDLEJACEAE,Buddleja,Buddleja jamesonii,NA,VU
43470,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BUDDLEJACEAE,Buddleja,Buddleja lanata,NA,VU
43471,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BUDDLEJACEAE,Buddleja,Buddleja lojensis,NA,VU
43472,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ORCHIDALES,BURMANNIACEAE,Thismia,Thismia melanomitra,NA,VU
43473,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BUXALES,BUXACEAE,Styloceras,Styloceras kunthianum,NA,EN
43474,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera anderssonii,NA,EN
43475,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera asplundii,NA,CR
43476,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera brachyandra,NA,VU
43477,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera crispiloba,NA,VU
43478,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera cuyujensis,NA,EN
43479,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera cylindrocarpa,NA,VU
43480,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera domingensis,NA,EN
43481,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera formosa,NA,DD
43482,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera holm-nielsenii,NA,EN
43483,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera huacamayensis,NA,EN
43484,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera ignimontis,NA,EN
43485,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera loejtnantii,NA,VU
43486,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera oblongifolia,NA,VU
43487,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera oyacachensis,NA,EN
43488,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera racemiflora,NA,VU
43489,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera refracta,NA,NT
43490,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera resupinata,NA,EN
43491,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera rubrosepala,NA,CR
43492,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera sodiroana,NA,LC
43493,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Burmeistera,Burmeistera truncata,NA,VU
43494,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon aequatorialis,NA,EN
43495,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon albostellatus,NA,CR
43496,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon arcuatus,NA,VU
43497,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon azuayensis,NA,EN
43498,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon baezanus,NA,VU
43499,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon balslevii,NA,EN
43500,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon brachysiphoniatus,NA,CR
43501,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon cazaletii,NA,CR
43502,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon chiltasonensis,NA,EN
43503,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon chontalensis,NA,EN
43504,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon comosus,NA,EN
43505,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon dissectus,NA,NT
43506,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon erythraeus,NA,EN
43507,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon eurystomus,NA,VU
43508,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon fimbriatulus,NA,VU
43509,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon hartwegii,NA,EN
43510,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon heteropilis,NA,EN
43511,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon hirtiflorus,NA,EN
43512,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon jeppesenii,NA,VU
43513,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon licayensis,NA,VU
43514,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon llanganatensis,NA,NT
43515,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon medusa,NA,EN
43516,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon occultus,NA,EN
43517,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon papillosus,NA,VU
43518,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon parviflorus,NA,EN
43519,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon phoeniceus,NA,EN
43520,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon pilalensis,NA,CR
43521,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon quebradanus,NA,VU
43522,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon rimbachii,NA,EN
43523,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon rubiginosus,NA,EN
43524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon rubrodentatus,NA,VU
43525,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon saltuum,NA,VU
43526,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon sodiroanus,NA,NT
43527,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon solisii,NA,CR
43528,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon steinii,NA,EN
43529,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon steyermarkii,NA,EN
43530,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon subandinus,NA,NT
43531,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon trachyanthus,NA,VU
43532,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon trichodes,NA,VU
43533,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon uncinatus,NA,CR
43534,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon ursinus,NA,EN
43535,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CAMPANULALES,CAMPANULACEAE,Centropogon,Centropogon zamorensis,NA,EN
