iucn_sid,pop_trend,iucn_version
163272,unknown,2022-1
163273,unknown,2022-1
163274,unknown,2022-1
163275,unknown,2022-1
163276,unknown,2022-1
163278,unknown,2022-1
163279,unknown,2022-1
163280,unknown,2022-1
163281,unknown,2022-1
163282,unknown,2022-1
163284,unknown,2022-1
163285,unknown,2022-1
163287,unknown,2022-1
163288,unknown,2022-1
163290,unknown,2022-1
163291,unknown,2022-1
163292,unknown,2022-1
163293,unknown,2022-1
163294,unknown,2022-1
163295,unknown,2022-1
163297,unknown,2022-1
163298,unknown,2022-1
163299,unknown,2022-1
163300,unknown,2022-1
163301,unknown,2022-1
163302,unknown,2022-1
163303,unknown,2022-1
163304,unknown,2022-1
163305,unknown,2022-1
163306,unknown,2022-1
163307,unknown,2022-1
163308,unknown,2022-1
163309,unknown,2022-1
163310,unknown,2022-1
163311,unknown,2022-1
163312,unknown,2022-1
163313,unknown,2022-1
163315,unknown,2022-1
163316,unknown,2022-1
163317,unknown,2022-1
163318,unknown,2022-1
163320,unknown,2022-1
163325,unknown,2022-1
163326,unknown,2022-1
163328,unknown,2022-1
163329,unknown,2022-1
163330,unknown,2022-1
163331,unknown,2022-1
163332,unknown,2022-1
163333,unknown,2022-1
163334,unknown,2022-1
163335,unknown,2022-1
163337,decreasing,2022-1
163338,unknown,2022-1
163339,decreasing,2022-1
163340,decreasing,2022-1
163341,unknown,2022-1
163342,unknown,2022-1
163343,unknown,2022-1
163344,unknown,2022-1
163345,unknown,2022-1
163346,unknown,2022-1
163347,unknown,2022-1
163348,unknown,2022-1
163349,unknown,2022-1
163350,unknown,2022-1
163351,unknown,2022-1
163352,unknown,2022-1
163353,unknown,2022-1
163354,unknown,2022-1
163356,unknown,2022-1
163357,unknown,2022-1
163358,unknown,2022-1
163359,unknown,2022-1
163360,stable,2022-1
163361,unknown,2022-1
163362,unknown,2022-1
163364,unknown,2022-1
163365,unknown,2022-1
163366,unknown,2022-1
163367,unknown,2022-1
163368,unknown,2022-1
163369,unknown,2022-1
163370,unknown,2022-1
163371,unknown,2022-1
163372,unknown,2022-1
163373,unknown,2022-1
163374,unknown,2022-1
163375,unknown,2022-1
163376,unknown,2022-1
163377,unknown,2022-1
163378,unknown,2022-1
163379,unknown,2022-1
163380,unknown,2022-1
163381,unknown,2022-1
163382,unknown,2022-1
163383,unknown,2022-1
163384,unknown,2022-1
163385,unknown,2022-1
163387,unknown,2022-1
163388,unknown,2022-1
163389,unknown,2022-1
163390,unknown,2022-1
163391,unknown,2022-1
163392,unknown,2022-1
163393,unknown,2022-1
163394,unknown,2022-1
163395,unknown,2022-1
163396,unknown,2022-1
163397,unknown,2022-1
163399,unknown,2022-1
163400,unknown,2022-1
163402,unknown,2022-1
163403,unknown,2022-1
163404,unknown,2022-1
163405,unknown,2022-1
163406,unknown,2022-1
163407,unknown,2022-1
163408,unknown,2022-1
163458,decreasing,2022-1
164280,stable,2022-1
164334,stable,2022-1
164508,stable,2022-1
164513,stable,2022-1
164893,stable,2022-1
165299,decreasing,2022-1
165607,stable,2022-1
165608,stable,2022-1
165609,stable,2022-1
165610,stable,2022-1
165611,stable,2022-1
165612,stable,2022-1
165613,unknown,2022-1
165614,stable,2022-1
165615,stable,2022-1
165616,stable,2022-1
165617,stable,2022-1
165618,unknown,2022-1
165619,stable,2022-1
165620,stable,2022-1
165621,unknown,2022-1
165622,stable,2022-1
165623,unknown,2022-1
165624,stable,2022-1
165625,stable,2022-1
165626,stable,2022-1
165627,stable,2022-1
165628,stable,2022-1
165630,stable,2022-1
165631,decreasing,2022-1
165632,stable,2022-1
165633,stable,2022-1
165634,stable,2022-1
165635,stable,2022-1
165636,stable,2022-1
165637,stable,2022-1
165638,unknown,2022-1
165639,stable,2022-1
165640,stable,2022-1
165641,unknown,2022-1
165642,unknown,2022-1
165643,unknown,2022-1
165644,unknown,2022-1
165645,unknown,2022-1
165646,unknown,2022-1
165647,unknown,2022-1
165648,stable,2022-1
165649,stable,2022-1
165650,stable,2022-1
165651,stable,2022-1
165652,stable,2022-1
165653,stable,2022-1
165654,stable,2022-1
165655,stable,2022-1
165656,stable,2022-1
165657,decreasing,2022-1
165658,stable,2022-1
165659,stable,2022-1
165660,stable,2022-1
165661,stable,2022-1
165662,stable,2022-1
165663,stable,2022-1
165664,stable,2022-1
165665,stable,2022-1
165666,stable,2022-1
165667,unknown,2022-1
165668,stable,2022-1
165669,stable,2022-1
165670,stable,2022-1
165671,unknown,2022-1
165672,stable,2022-1
165673,unknown,2022-1
165674,unknown,2022-1
165675,stable,2022-1
165676,unknown,2022-1
165677,stable,2022-1
165678,stable,2022-1
165679,stable,2022-1
165680,stable,2022-1
165681,stable,2022-1
165682,stable,2022-1
165683,stable,2022-1
165684,stable,2022-1
165685,stable,2022-1
165686,stable,2022-1
165687,unknown,2022-1
165688,stable,2022-1
165689,decreasing,2022-1
165690,unknown,2022-1
165691,stable,2022-1
165692,decreasing,2022-1
165693,stable,2022-1
165694,unknown,2022-1
165695,stable,2022-1
165696,stable,2022-1
165697,stable,2022-1
165698,stable,2022-1
165699,stable,2022-1
165700,unknown,2022-1
165701,unknown,2022-1
165702,stable,2022-1
165703,stable,2022-1
165704,decreasing,2022-1
165705,stable,2022-1
165706,stable,2022-1
165707,unknown,2022-1
165708,stable,2022-1
165709,stable,2022-1
165710,stable,2022-1
165711,stable,2022-1
165712,decreasing,2022-1
165713,stable,2022-1
165714,stable,2022-1
165715,stable,2022-1
165716,stable,2022-1
165717,decreasing,2022-1
165718,stable,2022-1
165719,stable,2022-1
165720,stable,2022-1
165721,stable,2022-1
165723,stable,2022-1
165724,stable,2022-1
165725,stable,2022-1
165726,stable,2022-1
165727,unknown,2022-1
165769,unknown,2022-1
165778,unknown,2022-1
165780,unknown,2022-1
165788,unknown,2022-1
165803,unknown,2022-1
165811,unknown,2022-1
165822,stable,2022-1
165823,stable,2022-1
165824,stable,2022-1
165825,stable,2022-1
165826,unknown,2022-1
165827,stable,2022-1
165828,stable,2022-1
165829,stable,2022-1
165830,stable,2022-1
165831,stable,2022-1
165832,stable,2022-1
165833,stable,2022-1
165834,stable,2022-1
165835,stable,2022-1
165836,stable,2022-1
165837,unknown,2022-1
165838,stable,2022-1
165839,stable,2022-1
165840,stable,2022-1
165841,stable,2022-1
165842,stable,2022-1
165843,stable,2022-1
165844,unknown,2022-1
165845,stable,2022-1
165846,stable,2022-1
165847,unknown,2022-1
165848,stable,2022-1
165849,stable,2022-1
165850,stable,2022-1
165851,stable,2022-1
165852,stable,2022-1
165853,stable,2022-1
165854,stable,2022-1
165855,stable,2022-1
165856,stable,2022-1
165857,stable,2022-1
165858,stable,2022-1
165860,stable,2022-1
165861,stable,2022-1
165862,stable,2022-1
165863,stable,2022-1
165864,stable,2022-1
165865,stable,2022-1
165866,stable,2022-1
165867,stable,2022-1
165868,stable,2022-1
165869,unknown,2022-1
165870,stable,2022-1
165871,stable,2022-1
165872,stable,2022-1
165873,stable,2022-1
165874,stable,2022-1
165875,stable,2022-1
165876,stable,2022-1
165878,stable,2022-1
165879,stable,2022-1
165880,stable,2022-1
165881,stable,2022-1
165882,stable,2022-1
165883,stable,2022-1
165884,stable,2022-1
165885,stable,2022-1
165887,stable,2022-1
165888,stable,2022-1
165889,stable,2022-1
165890,stable,2022-1
165891,stable,2022-1
165892,unknown,2022-1
165893,stable,2022-1
165894,unknown,2022-1
165895,stable,2022-1
165896,stable,2022-1
165897,stable,2022-1
165898,stable,2022-1
165899,stable,2022-1
165900,stable,2022-1
165901,stable,2022-1
165902,stable,2022-1
165903,stable,2022-1
165910,unknown,2022-1
165912,unknown,2022-1
165913,unknown,2022-1
166009,unknown,2022-1
166031,unknown,2022-1
166077,unknown,2022-1
166138,stable,2022-1
166144,unknown,2022-1
166150,unknown,2022-1
166171,unknown,2022-1
166184,decreasing,2022-1
166189,unknown,2022-1
166196,unknown,2022-1
166197,unknown,2022-1
166200,decreasing,2022-1
166216,unknown,2022-1
166263,unknown,2022-1
166268,unknown,2022-1
166410,stable,2022-1
166415,unknown,2022-1
166428,unknown,2022-1
166433,stable,2022-1
166442,decreasing,2022-1
166446,unknown,2022-1
166456,unknown,2022-1
166461,unknown,2022-1
166470,stable,2022-1
166517,unknown,2022-1
166533,unknown,2022-1
166546,unknown,2022-1
166552,unknown,2022-1
166566,stable,2022-1
166572,unknown,2022-1
166575,unknown,2022-1
166598,unknown,2022-1
166620,unknown,2022-1
166627,unknown,2022-1
166638,unknown,2022-1
166641,decreasing,2022-1
166693,unknown,2022-1
166699,unknown,2022-1
166700,unknown,2022-1
166704,unknown,2022-1
166708,unknown,2022-1
166709,stable,2022-1
166715,unknown,2022-1
166719,unknown,2022-1
166725,unknown,2022-1
166739,unknown,2022-1
166750,unknown,2022-1
166754,unknown,2022-1
166774,unknown,2022-1
166777,unknown,2022-1
166783,unknown,2022-1
166856,stable,2022-1
166863,unknown,2022-1
166868,unknown,2022-1
166879,unknown,2022-1
166885,unknown,2022-1
166892,unknown,2022-1
166893,unknown,2022-1
166894,unknown,2022-1
166897,unknown,2022-1
166900,stable,2022-1
166904,unknown,2022-1
166905,unknown,2022-1
166910,decreasing,2022-1
166913,unknown,2022-1
166919,unknown,2022-1
166925,unknown,2022-1
166929,unknown,2022-1
166935,unknown,2022-1
166940,unknown,2022-1
166942,unknown,2022-1
166944,unknown,2022-1
166947,unknown,2022-1
166951,stable,2022-1
166955,stable,2022-1
166963,unknown,2022-1
166966,decreasing,2022-1
166974,unknown,2022-1
166982,unknown,2022-1
166985,unknown,2022-1
166989,unknown,2022-1
166990,unknown,2022-1
166992,unknown,2022-1
166996,unknown,2022-1
167006,decreasing,2022-1
167010,unknown,2022-1
167710,stable,2022-1
167944,unknown,2022-1
167946,unknown,2022-1
167997,unknown,2022-1
168000,decreasing,2022-1
168297,unknown,2022-1
168374,stable,2022-1
168438,unknown,2022-1
168780,unknown,2022-1
169015,stable,2022-1
169353,unknown,2022-1
169358,unknown,2022-1
169359,stable,2022-1
169361,unknown,2022-1
169362,unknown,2022-1
169365,stable,2022-1
169374,unknown,2022-1
169376,unknown,2022-1
169388,unknown,2022-1
169551,stable,2022-1
169554,unknown,2022-1
169587,unknown,2022-1
169590,stable,2022-1
169595,unknown,2022-1
169599,stable,2022-1
169628,decreasing,2022-1
169632,stable,2022-1
169636,unknown,2022-1
169646,stable,2022-1
169676,decreasing,2022-1
169679,stable,2022-1
169948,unknown,2022-1
169949,unknown,2022-1
169951,unknown,2022-1
169954,unknown,2022-1
169955,stable,2022-1
169956,unknown,2022-1
169957,unknown,2022-1
169958,unknown,2022-1
169959,unknown,2022-1
169960,unknown,2022-1
169962,unknown,2022-1
169963,stable,2022-1
169964,unknown,2022-1
169965,decreasing,2022-1
169966,stable,2022-1
169967,stable,2022-1
169968,stable,2022-1
169969,unknown,2022-1
169970,unknown,2022-1
169971,unknown,2022-1
169972,unknown,2022-1
169973,unknown,2022-1
169974,unknown,2022-1
169975,decreasing,2022-1
169976,decreasing,2022-1
169977,unknown,2022-1
169978,unknown,2022-1
169979,unknown,2022-1
169980,decreasing,2022-1
169981,unknown,2022-1
169982,decreasing,2022-1
169983,unknown,2022-1
169984,stable,2022-1
169985,unknown,2022-1
169986,unknown,2022-1
169987,stable,2022-1
169988,unknown,2022-1
169989,unknown,2022-1
169990,unknown,2022-1
169991,unknown,2022-1
169993,unknown,2022-1
169995,unknown,2022-1
169996,unknown,2022-1
169997,unknown,2022-1
169999,increasing,2022-1
170000,unknown,2022-1
170002,unknown,2022-1
170003,unknown,2022-1
170004,unknown,2022-1
170005,unknown,2022-1
170006,unknown,2022-1
170007,unknown,2022-1
170008,unknown,2022-1
170009,stable,2022-1
170010,unknown,2022-1
170011,unknown,2022-1
170013,unknown,2022-1
170014,unknown,2022-1
170015,unknown,2022-1
170016,unknown,2022-1
170017,unknown,2022-1
170018,unknown,2022-1
170019,unknown,2022-1
170020,unknown,2022-1
170021,unknown,2022-1
170022,unknown,2022-1
170023,unknown,2022-1
170024,unknown,2022-1
170025,stable,2022-1
170026,unknown,2022-1
170028,unknown,2022-1
170029,unknown,2022-1
170030,unknown,2022-1
170031,unknown,2022-1
170032,unknown,2022-1
170033,unknown,2022-1
170034,unknown,2022-1
170035,unknown,2022-1
170036,unknown,2022-1
170037,unknown,2022-1
170038,unknown,2022-1
170039,unknown,2022-1
170040,unknown,2022-1
170041,unknown,2022-1
170042,unknown,2022-1
170043,unknown,2022-1
170044,unknown,2022-1
170046,unknown,2022-1
170047,unknown,2022-1
170048,unknown,2022-1
170049,unknown,2022-1
170050,decreasing,2022-1
170051,unknown,2022-1
170052,unknown,2022-1
170053,unknown,2022-1
170054,unknown,2022-1
170055,unknown,2022-1
170056,unknown,2022-1
170057,unknown,2022-1
170059,unknown,2022-1
170060,unknown,2022-1
170061,unknown,2022-1
170062,unknown,2022-1
170063,unknown,2022-1
170064,unknown,2022-1
170065,unknown,2022-1
170066,unknown,2022-1
170067,unknown,2022-1
170068,unknown,2022-1
170069,unknown,2022-1
170070,unknown,2022-1
170071,unknown,2022-1
170072,stable,2022-1
170073,unknown,2022-1
170074,unknown,2022-1
170075,unknown,2022-1
170079,unknown,2022-1
170080,unknown,2022-1
170081,unknown,2022-1
170082,unknown,2022-1
170083,stable,2022-1
170085,unknown,2022-1
170086,unknown,2022-1
170087,stable,2022-1
170088,unknown,2022-1
170089,unknown,2022-1
170090,unknown,2022-1
170091,unknown,2022-1
170092,unknown,2022-1
170093,unknown,2022-1
170094,decreasing,2022-1
170095,unknown,2022-1
170096,unknown,2022-1
170097,unknown,2022-1
170153,stable,2022-1
170154,unknown,2022-1
170155,unknown,2022-1
170156,unknown,2022-1
170157,unknown,2022-1
170158,unknown,2022-1
170159,unknown,2022-1
170160,stable,2022-1
170161,unknown,2022-1
170162,unknown,2022-1
170163,unknown,2022-1
170164,unknown,2022-1
170165,unknown,2022-1
170166,unknown,2022-1
170167,unknown,2022-1
170168,decreasing,2022-1
170169,stable,2022-1
170170,stable,2022-1
170171,unknown,2022-1
170172,unknown,2022-1
170173,decreasing,2022-1
170174,unknown,2022-1
170175,increasing,2022-1
170176,unknown,2022-1
170177,unknown,2022-1
170178,unknown,2022-1
170179,unknown,2022-1
170180,unknown,2022-1
170181,unknown,2022-1
170182,unknown,2022-1
170183,decreasing,2022-1
170184,decreasing,2022-1
170185,stable,2022-1
170186,unknown,2022-1
170187,unknown,2022-1
170188,unknown,2022-1
170189,stable,2022-1
170190,unknown,2022-1
170191,unknown,2022-1
170192,unknown,2022-1
170193,unknown,2022-1
170194,decreasing,2022-1
170195,unknown,2022-1
170196,unknown,2022-1
170197,unknown,2022-1
170198,stable,2022-1
170199,decreasing,2022-1
170200,decreasing,2022-1
170201,increasing,2022-1
170203,unknown,2022-1
170204,decreasing,2022-1
170205,unknown,2022-1
170206,increasing,2022-1
170207,unknown,2022-1
170208,decreasing,2022-1
170209,unknown,2022-1
170210,unknown,2022-1
170211,unknown,2022-1
170212,unknown,2022-1
170213,stable,2022-1
170214,unknown,2022-1
170215,stable,2022-1
170216,unknown,2022-1
170217,unknown,2022-1
170218,stable,2022-1
170219,unknown,2022-1
170220,unknown,2022-1
170221,unknown,2022-1
170222,unknown,2022-1
170223,stable,2022-1
170224,unknown,2022-1
170225,decreasing,2022-1
170226,decreasing,2022-1
170227,unknown,2022-1
170228,unknown,2022-1
170229,unknown,2022-1
170230,unknown,2022-1
170231,increasing,2022-1
170232,unknown,2022-1
170233,unknown,2022-1
170234,unknown,2022-1
170235,unknown,2022-1
170236,unknown,2022-1
170238,stable,2022-1
170239,unknown,2022-1
170240,unknown,2022-1
170241,unknown,2022-1
170242,unknown,2022-1
170243,stable,2022-1
170244,decreasing,2022-1
170245,unknown,2022-1
170246,unknown,2022-1
170247,decreasing,2022-1
170248,stable,2022-1
170249,unknown,2022-1
170250,stable,2022-1
170251,stable,2022-1
170252,unknown,2022-1
170253,stable,2022-1
170254,unknown,2022-1
170255,unknown,2022-1
170256,decreasing,2022-1
170257,stable,2022-1
170258,unknown,2022-1
170259,increasing,2022-1
170260,stable,2022-1
170261,unknown,2022-1
170262,unknown,2022-1
170263,unknown,2022-1
170264,unknown,2022-1
170265,unknown,2022-1
170266,unknown,2022-1
170267,unknown,2022-1
170269,unknown,2022-1
170270,unknown,2022-1
170271,unknown,2022-1
170272,stable,2022-1
170273,unknown,2022-1
170275,unknown,2022-1
170276,unknown,2022-1
170277,unknown,2022-1
170278,unknown,2022-1
170280,unknown,2022-1
170281,unknown,2022-1
170282,unknown,2022-1
170283,unknown,2022-1
170284,unknown,2022-1
170285,unknown,2022-1
170286,unknown,2022-1
170287,unknown,2022-1
170306,stable,2022-1
170307,stable,2022-1
170308,unknown,2022-1
170309,decreasing,2022-1
170310,decreasing,2022-1
170311,unknown,2022-1
170312,unknown,2022-1
170313,unknown,2022-1
170314,decreasing,2022-1
170315,unknown,2022-1
170316,decreasing,2022-1
170318,unknown,2022-1
170319,stable,2022-1
170320,stable,2022-1
170321,unknown,2022-1
170322,increasing,2022-1
170323,unknown,2022-1
170324,unknown,2022-1
170325,stable,2022-1
170326,unknown,2022-1
170327,unknown,2022-1
170328,unknown,2022-1
170329,stable,2022-1
170330,decreasing,2022-1
170331,stable,2022-1
170332,unknown,2022-1
170333,unknown,2022-1
170334,stable,2022-1
170335,decreasing,2022-1
170336,unknown,2022-1
170337,unknown,2022-1
170338,decreasing,2022-1
170339,stable,2022-1
170340,unknown,2022-1
170341,decreasing,2022-1
170342,unknown,2022-1
170343,unknown,2022-1
170344,stable,2022-1
170345,stable,2022-1
170346,unknown,2022-1
170347,unknown,2022-1
170348,unknown,2022-1
170349,stable,2022-1
170350,stable,2022-1
170351,unknown,2022-1
170352,decreasing,2022-1
170353,unknown,2022-1
170354,decreasing,2022-1
170355,stable,2022-1
170356,unknown,2022-1
170357,unknown,2022-1
170358,unknown,2022-1
170501,decreasing,2022-1
170526,decreasing,2022-1
170600,unknown,2022-1
170603,stable,2022-1
170605,unknown,2022-1
171815,unknown,2022-1
171899,unknown,2022-1
171906,unknown,2022-1
172016,unknown,2022-1
172284,unknown,2022-1
172321,unknown,2022-1
172359,unknown,2022-1
172363,unknown,2022-1
172376,stable,2022-1
172393,unknown,2022-1
172404,stable,2022-1
172416,unknown,2022-1
172419,unknown,2022-1
172443,stable,2022-1
172447,stable,2022-1
172450,unknown,2022-1
172468,unknown,2022-1
172469,unknown,2022-1
172470,unknown,2022-1
172487,stable,2022-1
172491,stable,2022-1
172495,unknown,2022-1
172497,unknown,2022-1
172498,unknown,2022-1
173157,unknown,2022-1
173319,stable,2022-1
173320,stable,2022-1
173321,stable,2022-1
173322,decreasing,2022-1
173324,increasing,2022-1
173325,unknown,2022-1
173326,unknown,2022-1
173327,decreasing,2022-1
173328,stable,2022-1
173329,unknown,2022-1
173330,unknown,2022-1
173331,decreasing,2022-1
173332,stable,2022-1
173333,decreasing,2022-1
173334,unknown,2022-1
173335,decreasing,2022-1
173336,stable,2022-1
173337,decreasing,2022-1
173338,decreasing,2022-1
173339,decreasing,2022-1
173340,unknown,2022-1
173341,decreasing,2022-1
173342,decreasing,2022-1
173343,stable,2022-1
173344,decreasing,2022-1
173345,decreasing,2022-1
173346,stable,2022-1
173347,unknown,2022-1
173348,increasing,2022-1
173349,decreasing,2022-1
173350,stable,2022-1
173351,stable,2022-1
173352,stable,2022-1
173353,unknown,2022-1
173354,stable,2022-1
173355,decreasing,2022-1
173356,stable,2022-1
173357,decreasing,2022-1
173358,stable,2022-1
173359,unknown,2022-1
173360,stable,2022-1
173361,decreasing,2022-1
173362,unknown,2022-1
173363,stable,2022-1
173364,stable,2022-1
173365,unknown,2022-1
173366,stable,2022-1
173367,stable,2022-1
173368,stable,2022-1
173369,stable,2022-1
173370,decreasing,2022-1
173371,stable,2022-1
173372,increasing,2022-1
173373,unknown,2022-1
173374,decreasing,2022-1
173375,unknown,2022-1
173376,unknown,2022-1
173378,stable,2022-1
173379,unknown,2022-1
173380,stable,2022-1
173381,decreasing,2022-1
173382,decreasing,2022-1
173383,unknown,2022-1
173384,stable,2022-1
174145,unknown,2022-1
174486,unknown,2022-1
174487,unknown,2022-1
175067,unknown,2022-1
175075,stable,2022-1
175104,unknown,2022-1
175136,unknown,2022-1
175138,unknown,2022-1
175139,unknown,2022-1
175140,unknown,2022-1
176049,unknown,2022-1
176050,unknown,2022-1
176051,unknown,2022-1
176053,unknown,2022-1
176054,unknown,2022-1
176055,unknown,2022-1
176058,unknown,2022-1
176060,unknown,2022-1
176063,unknown,2022-1
176064,unknown,2022-1
176065,unknown,2022-1
176066,unknown,2022-1
176067,unknown,2022-1
176068,unknown,2022-1
176069,unknown,2022-1
176070,unknown,2022-1
176072,unknown,2022-1
176073,unknown,2022-1
176074,unknown,2022-1
176075,unknown,2022-1
176076,unknown,2022-1
176077,unknown,2022-1
176079,unknown,2022-1
176081,unknown,2022-1
176082,unknown,2022-1
176083,unknown,2022-1
176084,unknown,2022-1
176085,unknown,2022-1
176086,unknown,2022-1
176087,unknown,2022-1
176088,unknown,2022-1
176670,unknown,2022-1
176672,unknown,2022-1
176677,unknown,2022-1
176678,unknown,2022-1
176680,unknown,2022-1
176683,unknown,2022-1
176691,unknown,2022-1
176694,unknown,2022-1
176703,unknown,2022-1
176706,unknown,2022-1
176707,unknown,2022-1
176708,unknown,2022-1
176709,unknown,2022-1
176711,unknown,2022-1
176712,decreasing,2022-1
176713,unknown,2022-1
176714,unknown,2022-1
176715,unknown,2022-1
176716,unknown,2022-1
176717,unknown,2022-1
176718,stable,2022-1
176719,stable,2022-1
176720,decreasing,2022-1
176721,unknown,2022-1
176722,unknown,2022-1
176723,unknown,2022-1
176724,unknown,2022-1
176725,stable,2022-1
176726,unknown,2022-1
176727,unknown,2022-1
176728,unknown,2022-1
176729,unknown,2022-1
176730,unknown,2022-1
176731,unknown,2022-1
176732,unknown,2022-1
176733,unknown,2022-1
176734,stable,2022-1
176735,unknown,2022-1
176736,unknown,2022-1
176737,unknown,2022-1
176738,stable,2022-1
176739,unknown,2022-1
176740,unknown,2022-1
176741,unknown,2022-1
176742,unknown,2022-1
176743,unknown,2022-1
176744,unknown,2022-1
176745,unknown,2022-1
176746,unknown,2022-1
176748,decreasing,2022-1
176749,unknown,2022-1
176750,stable,2022-1
176751,unknown,2022-1
176752,unknown,2022-1
176753,unknown,2022-1
176754,unknown,2022-1
176755,unknown,2022-1
176756,stable,2022-1
176757,unknown,2022-1
176758,unknown,2022-1
176759,unknown,2022-1
176760,unknown,2022-1
176761,unknown,2022-1
176762,unknown,2022-1
176763,decreasing,2022-1
176765,unknown,2022-1
176766,unknown,2022-1
176767,unknown,2022-1
176768,unknown,2022-1
176769,decreasing,2022-1
176770,unknown,2022-1
176771,stable,2022-1
176772,unknown,2022-1
176773,unknown,2022-1
177110,stable,2022-1
177115,stable,2022-1
177949,stable,2022-1
177950,stable,2022-1
177951,stable,2022-1
177952,stable,2022-1
177953,stable,2022-1
177954,unknown,2022-1
177955,stable,2022-1
177956,unknown,2022-1
177957,unknown,2022-1
177958,stable,2022-1
177959,unknown,2022-1
177960,stable,2022-1
177961,unknown,2022-1
177962,unknown,2022-1
177963,unknown,2022-1
177964,unknown,2022-1
177965,stable,2022-1
177966,unknown,2022-1
177967,stable,2022-1
177968,stable,2022-1
177969,stable,2022-1
177970,unknown,2022-1
177971,stable,2022-1
177972,unknown,2022-1
177973,unknown,2022-1
177974,unknown,2022-1
177975,stable,2022-1
177976,stable,2022-1
177977,unknown,2022-1
177978,unknown,2022-1
177979,unknown,2022-1
177980,stable,2022-1
177981,unknown,2022-1
177982,stable,2022-1
177983,stable,2022-1
177984,unknown,2022-1
177985,stable,2022-1
177986,unknown,2022-1
177987,stable,2022-1
177988,stable,2022-1
177989,stable,2022-1
177990,stable,2022-1
177991,stable,2022-1
177992,unknown,2022-1
177993,stable,2022-1
177994,unknown,2022-1
177995,unknown,2022-1
177997,stable,2022-1
177998,stable,2022-1
177999,stable,2022-1
178000,unknown,2022-1
178001,unknown,2022-1
178002,stable,2022-1
178003,unknown,2022-1
178004,unknown,2022-1
178005,stable,2022-1
178006,unknown,2022-1
178007,unknown,2022-1
178008,stable,2022-1
178009,stable,2022-1
178010,stable,2022-1
178011,stable,2022-1
178012,stable,2022-1
178013,stable,2022-1
178014,unknown,2022-1
178015,stable,2022-1
178016,unknown,2022-1
178017,stable,2022-1
178018,unknown,2022-1
178019,stable,2022-1
178020,unknown,2022-1
178021,stable,2022-1
178022,stable,2022-1
178023,unknown,2022-1
178024,stable,2022-1
178025,unknown,2022-1
178043,unknown,2022-1
178048,unknown,2022-1
178051,unknown,2022-1
178054,unknown,2022-1
178057,unknown,2022-1
178060,unknown,2022-1
178062,unknown,2022-1
178063,unknown,2022-1
178064,unknown,2022-1
178065,unknown,2022-1
178066,unknown,2022-1
178067,unknown,2022-1
178070,stable,2022-1
178072,unknown,2022-1
178074,unknown,2022-1
178077,unknown,2022-1
178081,unknown,2022-1
178082,unknown,2022-1
178084,unknown,2022-1
178086,unknown,2022-1
178087,unknown,2022-1
178088,unknown,2022-1
178089,unknown,2022-1
178090,unknown,2022-1
178091,unknown,2022-1
178092,unknown,2022-1
178093,unknown,2022-1
178094,unknown,2022-1
178097,unknown,2022-1
178100,unknown,2022-1
178102,unknown,2022-1
178105,unknown,2022-1
178106,unknown,2022-1
178107,unknown,2022-1
178108,unknown,2022-1
178111,unknown,2022-1
178796,decreasing,2022-1
178797,decreasing,2022-1
178798,decreasing,2022-1
178799,decreasing,2022-1
178800,unknown,2022-1
178801,decreasing,2022-1
178802,decreasing,2022-1
178803,decreasing,2022-1
178804,decreasing,2022-1
178805,decreasing,2022-1
178806,decreasing,2022-1
178807,decreasing,2022-1
178808,decreasing,2022-1
178809,decreasing,2022-1
178810,unknown,2022-1
178811,decreasing,2022-1
178812,decreasing,2022-1
178813,stable,2022-1
178814,decreasing,2022-1
178815,decreasing,2022-1
178816,decreasing,2022-1
178817,decreasing,2022-1
178818,stable,2022-1
178819,decreasing,2022-1
178820,decreasing,2022-1
178821,decreasing,2022-1
178822,decreasing,2022-1
178823,decreasing,2022-1
178824,decreasing,2022-1
178825,decreasing,2022-1
178826,decreasing,2022-1
178827,decreasing,2022-1
178828,decreasing,2022-1
178829,decreasing,2022-1
178830,decreasing,2022-1
178831,decreasing,2022-1
178832,decreasing,2022-1
178833,decreasing,2022-1
178834,decreasing,2022-1
178835,decreasing,2022-1
178836,decreasing,2022-1
178837,decreasing,2022-1
178838,decreasing,2022-1
178839,decreasing,2022-1
178840,decreasing,2022-1
178841,decreasing,2022-1
178842,decreasing,2022-1
178843,decreasing,2022-1
178844,decreasing,2022-1
178845,decreasing,2022-1
178846,decreasing,2022-1
178847,decreasing,2022-1
178848,unknown,2022-1
178849,decreasing,2022-1
178850,decreasing,2022-1
178851,decreasing,2022-1
178852,decreasing,2022-1
178853,decreasing,2022-1
178854,decreasing,2022-1
178855,decreasing,2022-1
178856,decreasing,2022-1
178857,decreasing,2022-1
178858,decreasing,2022-1
178889,unknown,2022-1
178890,unknown,2022-1
178891,unknown,2022-1
178892,unknown,2022-1
178893,unknown,2022-1
178894,unknown,2022-1
178895,unknown,2022-1
178896,stable,2022-1
178897,unknown,2022-1
178898,unknown,2022-1
178899,unknown,2022-1
178900,unknown,2022-1
178901,unknown,2022-1
178902,unknown,2022-1
178903,unknown,2022-1
178904,stable,2022-1
178905,stable,2022-1
178906,unknown,2022-1
178907,unknown,2022-1
178908,unknown,2022-1
178909,unknown,2022-1
178910,unknown,2022-1
178911,unknown,2022-1
178912,unknown,2022-1
178913,unknown,2022-1
178914,unknown,2022-1
178915,unknown,2022-1
178916,unknown,2022-1
