iucn_sid,iucn_rgn,pop_trend,iucn_version
154687,europe,unknown,2020-3
154708,mediterranean,unknown,2020-3
154708,europe,decreasing,2020-3
154712,mediterranean,unknown,2020-3
154712,europe,stable,2020-3
154729,mediterranean,unknown,2020-3
154729,europe,stable,2020-3
154753,mediterranean,unknown,2020-3
154753,europe,unknown,2020-3
154798,europe,unknown,2020-3
154801,europe,unknown,2020-3
154807,mediterranean,stable,2020-3
154807,europe,increasing,2020-3
154816,europe,decreasing,2020-3
154820,mediterranean,unknown,2020-3
154820,europe,unknown,2020-3
154838,europe,unknown,2020-3
154844,europe,unknown,2020-3
154855,eastern_africa,unknown,2020-3
154855,pan-africa,unknown,2020-3
154880,europe,unknown,2020-3
154916,europe,unknown,2020-3
154929,mediterranean,unknown,2020-3
154929,europe,unknown,2020-3
154972,europe,stable,2020-3
154981,europe,unknown,2020-3
154995,mediterranean,unknown,2020-3
154995,europe,stable,2020-3
154997,europe,unknown,2020-3
154998,mediterranean,unknown,2020-3
154998,europe,unknown,2020-3
155013,europe,stable,2020-3
155030,mediterranean,unknown,2020-3
155030,europe,decreasing,2020-3
155044,mediterranean,unknown,2020-3
155044,europe,unknown,2020-3
155068,mediterranean,unknown,2020-3
155068,europe,stable,2020-3
155075,europe,unknown,2020-3
155081,europe,unknown,2020-3
155093,europe,unknown,2020-3
155096,mediterranean,stable,2020-3
155096,europe,stable,2020-3
155104,europe,unknown,2020-3
155106,europe,unknown,2020-3
155123,europe,increasing,2020-3
155125,europe,unknown,2020-3
155132,europe,unknown,2020-3
155169,europe,unknown,2020-3
155182,mediterranean,unknown,2020-3
155182,europe,unknown,2020-3
155189,europe,unknown,2020-3
155190,europe,unknown,2020-3
155201,eastern_africa,unknown,2020-3
155204,europe,unknown,2020-3
155213,mediterranean,unknown,2020-3
155213,europe,unknown,2020-3
155214,mediterranean,unknown,2020-3
155214,europe,stable,2020-3
155215,mediterranean,unknown,2020-3
155215,europe,unknown,2020-3
155225,mediterranean,unknown,2020-3
155225,europe,unknown,2020-3
155226,europe,unknown,2020-3
155227,europe,unknown,2020-3
155246,europe,stable,2020-3
155282,mediterranean,unknown,2020-3
155282,europe,stable,2020-3
155318,mediterranean,unknown,2020-3
155318,europe,unknown,2020-3
155474,europe,unknown,2020-3
155535,mediterranean,unknown,2020-3
155552,mediterranean,unknown,2020-3
155552,europe,unknown,2020-3
155597,mediterranean,unknown,2020-3
155597,europe,unknown,2020-3
155610,europe,unknown,2020-3
155630,europe,unknown,2020-3
155835,europe,stable,2020-3
155843,mediterranean,unknown,2020-3
155843,europe,unknown,2020-3
155980,mediterranean,increasing,2020-3
155980,europe,increasing,2020-3
156018,mediterranean,unknown,2020-3
156018,europe,unknown,2020-3
161328,mediterranean,stable,2020-3
161328,europe,stable,2020-3
161339,mediterranean,decreasing,2020-3
161339,europe,decreasing,2020-3
161345,europe,stable,2020-3
161361,europe,unknown,2020-3
161366,europe,stable,2020-3
161371,europe,unknown,2020-3
161377,europe,stable,2020-3
161383,europe,unknown,2020-3
161388,mediterranean,stable,2020-3
161388,europe,stable,2020-3
161397,mediterranean,decreasing,2020-3
161397,europe,decreasing,2020-3
161398,mediterranean,stable,2020-3
161398,europe,stable,2020-3
161399,mediterranean,increasing,2020-3
161399,europe,increasing,2020-3
161425,mediterranean,decreasing,2020-3
161425,europe,unknown,2020-3
161432,mediterranean,unknown,2020-3
161432,europe,unknown,2020-3
161443,europe,unknown,2020-3
161453,mediterranean,decreasing,2020-3
161453,europe,decreasing,2020-3
161459,europe,decreasing,2020-3
161461,mediterranean,decreasing,2020-3
161461,europe,decreasing,2020-3
161463,mediterranean,decreasing,2020-3
161463,europe,decreasing,2020-3
161464,mediterranean,decreasing,2020-3
161464,europe,decreasing,2020-3
161475,europe,unknown,2020-3
161484,mediterranean,decreasing,2020-3
161484,europe,decreasing,2020-3
161485,mediterranean,decreasing,2020-3
161485,europe,decreasing,2020-3
161491,europe,stable,2020-3
161513,mediterranean,unknown,2020-3
161513,europe,unknown,2020-3
161521,europe,stable,2020-3
161536,mediterranean,unknown,2020-3
161536,europe,unknown,2020-3
161542,europe,stable,2020-3
161549,europe,unknown,2020-3
161551,europe,unknown,2020-3
161564,mediterranean,unknown,2020-3
161564,europe,unknown,2020-3
161569,mediterranean,decreasing,2020-3
161569,europe,decreasing,2020-3
161580,mediterranean,stable,2020-3
161580,europe,stable,2020-3
161583,europe,unknown,2020-3
161622,europe,stable,2020-3
161626,mediterranean,decreasing,2020-3
161626,europe,unknown,2020-3
161666,europe,stable,2020-3
161673,mediterranean,unknown,2020-3
161673,europe,unknown,2020-3
161691,mediterranean,decreasing,2020-3
161691,europe,decreasing,2020-3
161696,mediterranean,decreasing,2020-3
161696,europe,decreasing,2020-3
161705,europe,stable,2020-3
161717,europe,increasing,2020-3
161729,europe,decreasing,2020-3
161731,mediterranean,unknown,2020-3
161731,europe,unknown,2020-3
161748,mediterranean,unknown,2020-3
161748,europe,unknown,2020-3
164280,pan-africa,unknown,2020-3
164280,europe,stable,2020-3
164508,pan-africa,decreasing,2020-3
164508,mediterranean,decreasing,2020-3
164508,europe,stable,2020-3
164513,pan-africa,stable,2020-3
164513,mediterranean,stable,2020-3
165769,western_africa,unknown,2020-3
165769,central_africa,unknown,2020-3
165769,pan-africa,unknown,2020-3
165769,southern_africa,unknown,2020-3
165778,pan-africa,unknown,2020-3
165778,southern_africa,unknown,2020-3
165780,western_africa,unknown,2020-3
165780,central_africa,unknown,2020-3
165780,pan-africa,unknown,2020-3
165780,southern_africa,unknown,2020-3
165788,western_africa,unknown,2020-3
165788,central_africa,unknown,2020-3
165788,pan-africa,unknown,2020-3
165788,southern_africa,unknown,2020-3
165803,western_africa,unknown,2020-3
165803,central_africa,unknown,2020-3
165803,pan-africa,unknown,2020-3
165803,southern_africa,stable,2020-3
165811,pan-africa,unknown,2020-3
165811,southern_africa,unknown,2020-3
166077,eastern_africa,unknown,2020-3
166077,pan-africa,unknown,2020-3
166077,southern_africa,unknown,2020-3
166189,pan-africa,NA,2020-3
166189,southern_africa,unknown,2020-3
166533,eastern_africa,unknown,2020-3
166533,pan-africa,unknown,2020-3
166533,southern_africa,unknown,2020-3
166552,eastern_africa,unknown,2020-3
166552,pan-africa,unknown,2020-3
166856,eastern_africa,unknown,2020-3
166856,pan-africa,unknown,2020-3
166868,eastern_africa,unknown,2020-3
166868,pan-africa,unknown,2020-3
166892,eastern_africa,unknown,2020-3
166925,northern_africa,unknown,2020-3
167944,western_africa,unknown,2020-3
167944,central_africa,unknown,2020-3
167944,pan-africa,unknown,2020-3
167944,southern_africa,unknown,2020-3
167946,western_africa,decreasing,2020-3
167946,central_africa,unknown,2020-3
167946,pan-africa,unknown,2020-3
167997,western_africa,unknown,2020-3
167997,central_africa,unknown,2020-3
167997,pan-africa,unknown,2020-3
167997,southern_africa,unknown,2020-3
168000,western_africa,unknown,2020-3
168000,central_africa,unknown,2020-3
168000,pan-africa,decreasing,2020-3
169361,eastern_africa,unknown,2020-3
169361,southern_africa,unknown,2020-3
170155,europe,stable,2020-3
170159,mediterranean,unknown,2020-3
170159,europe,unknown,2020-3
170160,mediterranean,stable,2020-3
170160,europe,stable,2020-3
170162,europe,unknown,2020-3
170166,mediterranean,unknown,2020-3
170166,europe,unknown,2020-3
170169,mediterranean,stable,2020-3
170169,europe,stable,2020-3
170186,mediterranean,unknown,2020-3
170186,europe,unknown,2020-3
170197,mediterranean,decreasing,2020-3
170197,europe,unknown,2020-3
170220,mediterranean,unknown,2020-3
170220,europe,unknown,2020-3
170222,europe,unknown,2020-3
170224,mediterranean,stable,2020-3
170224,europe,unknown,2020-3
170229,mediterranean,stable,2020-3
170229,europe,unknown,2020-3
170232,mediterranean,unknown,2020-3
170232,europe,unknown,2020-3
170244,mediterranean,stable,2020-3
170244,europe,decreasing,2020-3
170245,mediterranean,decreasing,2020-3
170245,europe,decreasing,2020-3
170251,mediterranean,stable,2020-3
170251,europe,stable,2020-3
170253,mediterranean,stable,2020-3
170253,europe,stable,2020-3
170258,mediterranean,stable,2020-3
170258,europe,unknown,2020-3
170260,mediterranean,stable,2020-3
170260,europe,stable,2020-3
170261,mediterranean,stable,2020-3
170261,europe,unknown,2020-3
170262,mediterranean,stable,2020-3
170262,europe,unknown,2020-3
170280,mediterranean,decreasing,2020-3
170280,europe,unknown,2020-3
170283,mediterranean,decreasing,2020-3
170283,europe,unknown,2020-3
170284,mediterranean,unknown,2020-3
170284,europe,unknown,2020-3
170310,mediterranean,stable,2020-3
170310,europe,stable,2020-3
170319,mediterranean,stable,2020-3
170319,europe,decreasing,2020-3
170322,mediterranean,unknown,2020-3
170326,mediterranean,unknown,2020-3
170326,europe,unknown,2020-3
170331,mediterranean,increasing,2020-3
170331,europe,stable,2020-3
170333,europe,unknown,2020-3
170334,mediterranean,stable,2020-3
170334,europe,stable,2020-3
170344,mediterranean,stable,2020-3
170345,mediterranean,stable,2020-3
170345,europe,stable,2020-3
170350,mediterranean,unknown,2020-3
170350,europe,stable,2020-3
170354,mediterranean,increasing,2020-3
170354,europe,increasing,2020-3
170355,mediterranean,stable,2020-3
170355,europe,stable,2020-3
170357,mediterranean,decreasing,2020-3
170357,europe,unknown,2020-3
170600,europe,unknown,2020-3
170603,europe,stable,2020-3
170605,europe,unknown,2020-3
172016,europe,unknown,2020-3
173361,mediterranean,decreasing,2020-3
175136,western_africa,unknown,2020-3
175136,central_africa,unknown,2020-3
175136,pan-africa,unknown,2020-3
175138,western_africa,unknown,2020-3
175138,central_africa,unknown,2020-3
175138,pan-africa,unknown,2020-3
175139,western_africa,unknown,2020-3
175140,western_africa,unknown,2020-3
175140,pan-africa,unknown,2020-3
178023,europe,increasing,2020-3
179034,europe,stable,2020-3
181000,pan-africa,unknown,2020-3
181000,southern_africa,unknown,2020-3
181550,northern_africa,unknown,2020-3
181550,central_africa,unknown,2020-3
181550,pan-africa,unknown,2020-3
181567,western_africa,unknown,2020-3
181567,central_africa,unknown,2020-3
181567,pan-africa,unknown,2020-3
181567,southern_africa,unknown,2020-3
181577,western_africa,unknown,2020-3
181577,central_africa,unknown,2020-3
181577,pan-africa,unknown,2020-3
181577,southern_africa,unknown,2020-3
181797,western_africa,unknown,2020-3
181797,central_africa,unknown,2020-3
181797,pan-africa,unknown,2020-3
181933,western_africa,unknown,2020-3
181933,central_africa,unknown,2020-3
181933,pan-africa,unknown,2020-3
181943,western_africa,unknown,2020-3
181943,pan-africa,unknown,2020-3
181984,western_africa,unknown,2020-3
181984,pan-africa,unknown,2020-3
182093,western_africa,unknown,2020-3
182093,pan-africa,unknown,2020-3
182223,western_africa,unknown,2020-3
182223,northern_africa,unknown,2020-3
182223,central_africa,unknown,2020-3
182223,pan-africa,unknown,2020-3
182223,southern_africa,unknown,2020-3
182239,western_africa,unknown,2020-3
182239,central_africa,unknown,2020-3
182239,pan-africa,unknown,2020-3
182239,southern_africa,unknown,2020-3
182285,western_africa,unknown,2020-3
182285,central_africa,unknown,2020-3
182285,pan-africa,unknown,2020-3
182330,western_africa,unknown,2020-3
182330,central_africa,unknown,2020-3
182330,pan-africa,unknown,2020-3
182363,western_africa,unknown,2020-3
182363,central_africa,unknown,2020-3
182363,pan-africa,unknown,2020-3
182389,western_africa,unknown,2020-3
182389,central_africa,unknown,2020-3
182389,pan-africa,unknown,2020-3
182498,central_africa,unknown,2020-3
182498,pan-africa,unknown,2020-3
182549,central_africa,unknown,2020-3
182549,pan-africa,unknown,2020-3
182611,western_africa,unknown,2020-3
182611,central_africa,unknown,2020-3
182611,pan-africa,unknown,2020-3
182622,western_africa,unknown,2020-3
182622,pan-africa,unknown,2020-3
182712,central_africa,unknown,2020-3
182712,pan-africa,unknown,2020-3
182779,western_africa,unknown,2020-3
182779,pan-africa,unknown,2020-3
182807,western_africa,unknown,2020-3
182807,central_africa,unknown,2020-3
182807,pan-africa,unknown,2020-3
182905,western_africa,unknown,2020-3
182905,central_africa,unknown,2020-3
182905,pan-africa,unknown,2020-3
182933,western_africa,unknown,2020-3
182933,pan-africa,unknown,2020-3
183097,western_africa,unknown,2020-3
183097,central_africa,unknown,2020-3
183097,pan-africa,unknown,2020-3
183097,southern_africa,unknown,2020-3
183152,eastern_africa,unknown,2020-3
183152,pan-africa,unknown,2020-3
183152,southern_africa,unknown,2020-3
183153,central_africa,unknown,2020-3
183153,pan-africa,unknown,2020-3
183155,eastern_africa,unknown,2020-3
183155,pan-africa,unknown,2020-3
183155,southern_africa,unknown,2020-3
183156,western_africa,unknown,2020-3
183156,central_africa,unknown,2020-3
183156,pan-africa,unknown,2020-3
183156,southern_africa,unknown,2020-3
183158,eastern_africa,unknown,2020-3
183158,pan-africa,unknown,2020-3
183160,eastern_africa,unknown,2020-3
183160,pan-africa,unknown,2020-3
183160,southern_africa,unknown,2020-3
183161,western_africa,unknown,2020-3
183161,central_africa,unknown,2020-3
183161,pan-africa,unknown,2020-3
183167,eastern_africa,unknown,2020-3
183167,pan-africa,unknown,2020-3
183169,western_africa,unknown,2020-3
183169,central_africa,unknown,2020-3
183169,pan-africa,unknown,2020-3
183169,southern_africa,unknown,2020-3
183170,western_africa,unknown,2020-3
183170,central_africa,unknown,2020-3
183170,pan-africa,unknown,2020-3
183171,western_africa,unknown,2020-3
183171,central_africa,unknown,2020-3
183171,pan-africa,unknown,2020-3
183175,western_africa,unknown,2020-3
183175,central_africa,unknown,2020-3
183175,pan-africa,unknown,2020-3
183177,western_africa,unknown,2020-3
183177,central_africa,unknown,2020-3
183177,pan-africa,unknown,2020-3
183776,mediterranean,unknown,2020-3
183776,europe,unknown,2020-3
184493,northeastern_africa,unknown,2020-3
184493,pan-africa,unknown,2020-3
184520,northeastern_africa,unknown,2020-3
184520,pan-africa,unknown,2020-3
184576,northeastern_africa,unknown,2020-3
184576,pan-africa,unknown,2020-3
184590,central_africa,unknown,2020-3
184590,pan-africa,unknown,2020-3
184626,central_africa,unknown,2020-3
184626,pan-africa,unknown,2020-3
184635,central_africa,unknown,2020-3
184635,pan-africa,unknown,2020-3
184679,northeastern_africa,decreasing,2020-3
184679,eastern_africa,unknown,2020-3
184679,pan-africa,stable,2020-3
184686,central_africa,unknown,2020-3
184686,pan-africa,unknown,2020-3
184700,central_africa,unknown,2020-3
184700,pan-africa,unknown,2020-3
184711,central_africa,unknown,2020-3
184711,pan-africa,unknown,2020-3
184723,central_africa,unknown,2020-3
184723,pan-africa,unknown,2020-3
184732,central_africa,unknown,2020-3
184732,pan-africa,unknown,2020-3
184745,central_africa,unknown,2020-3
184745,pan-africa,unknown,2020-3
185126,mediterranean,unknown,2020-3
185126,europe,stable,2020-3
185127,mediterranean,stable,2020-3
185127,europe,stable,2020-3
185128,mediterranean,stable,2020-3
185128,europe,stable,2020-3
185129,europe,stable,2020-3
185146,mediterranean,stable,2020-3
185146,europe,stable,2020-3
185155,mediterranean,stable,2020-3
185155,europe,stable,2020-3
185156,mediterranean,stable,2020-3
185156,europe,stable,2020-3
185162,europe,stable,2020-3
185165,mediterranean,unknown,2020-3
185165,europe,stable,2020-3
185168,mediterranean,unknown,2020-3
185168,europe,stable,2020-3
185175,mediterranean,stable,2020-3
185175,europe,stable,2020-3
185180,europe,stable,2020-3
185181,mediterranean,stable,2020-3
185181,europe,stable,2020-3
185182,mediterranean,unknown,2020-3
185182,europe,unknown,2020-3
185185,mediterranean,stable,2020-3
185185,europe,stable,2020-3
185193,mediterranean,stable,2020-3
185193,europe,stable,2020-3
185774,northeastern_africa,unknown,2020-3
185774,pan-africa,unknown,2020-3
186069,central_africa,unknown,2020-3
186078,central_africa,unknown,2020-3
186106,mediterranean,unknown,2020-3
186106,europe,unknown,2020-3
187397,mediterranean,stable,2020-3
187397,europe,stable,2020-3
187398,europe,unknown,2020-3
187418,mediterranean,stable,2020-3
187418,europe,stable,2020-3
187455,europe,unknown,2020-3
187475,mediterranean,stable,2020-3
187475,europe,stable,2020-3
187492,mediterranean,stable,2020-3
187492,europe,stable,2020-3
187495,europe,decreasing,2020-3
187522,mediterranean,unknown,2020-3
187522,europe,unknown,2020-3
187541,mediterranean,stable,2020-3
187541,europe,stable,2020-3
187573,mediterranean,stable,2020-3
187573,europe,stable,2020-3
187595,europe,unknown,2020-3
187653,mediterranean,stable,2020-3
187653,europe,stable,2020-3
187654,mediterranean,decreasing,2020-3
187654,europe,decreasing,2020-3
187678,europe,stable,2020-3
187696,mediterranean,unknown,2020-3
187696,europe,stable,2020-3
187714,mediterranean,stable,2020-3
187714,europe,stable,2020-3
187748,mediterranean,stable,2020-3
187748,europe,stable,2020-3
187751,mediterranean,stable,2020-3
187751,europe,stable,2020-3
187752,mediterranean,increasing,2020-3
187752,europe,stable,2020-3
187756,mediterranean,stable,2020-3
187756,europe,stable,2020-3
187775,mediterranean,stable,2020-3
187775,europe,stable,2020-3
187803,europe,unknown,2020-3
187805,mediterranean,stable,2020-3
187805,europe,stable,2020-3
188113,europe,unknown,2020-3
188324,mediterranean,stable,2020-3
188324,europe,stable,2020-3
188419,europe,unknown,2020-3
188486,europe,unknown,2020-3
189818,mediterranean,unknown,2020-3
189818,europe,unknown,2020-3
189820,mediterranean,unknown,2020-3
189820,europe,unknown,2020-3
189828,europe,unknown,2020-3
189829,europe,unknown,2020-3
190064,mediterranean,unknown,2020-3
190064,europe,unknown,2020-3
190065,europe,unknown,2020-3
190067,europe,unknown,2020-3
190070,mediterranean,unknown,2020-3
190070,europe,unknown,2020-3
190080,mediterranean,unknown,2020-3
190080,europe,stable,2020-3
190090,mediterranean,unknown,2020-3
190090,europe,unknown,2020-3
190093,europe,unknown,2020-3
190100,mediterranean,unknown,2020-3
190100,europe,unknown,2020-3
190101,mediterranean,unknown,2020-3
190101,europe,unknown,2020-3
190103,europe,unknown,2020-3
190116,mediterranean,unknown,2020-3
190116,europe,unknown,2020-3
190117,europe,unknown,2020-3
190118,europe,unknown,2020-3
190123,europe,unknown,2020-3
190125,europe,unknown,2020-3
190126,europe,unknown,2020-3
190130,europe,unknown,2020-3
190133,mediterranean,unknown,2020-3
190133,europe,stable,2020-3
190137,europe,unknown,2020-3
190139,europe,increasing,2020-3
190145,europe,unknown,2020-3
190147,europe,unknown,2020-3
190149,europe,stable,2020-3
