iucn_sid,iucn_rgn,pop_trend,iucn_version
224,europe,decreasing,2020-3
225,europe,decreasing,2020-3
229,europe,decreasing,2020-3
230,europe,decreasing,2020-3
232,europe,decreasing,2020-3
235,europe,decreasing,2020-3
907,europe,decreasing,2020-3
2352,mediterranean,stable,2020-3
2352,europe,unknown,2020-3
2467,europe,unknown,2020-3
2474,europe,unknown,2020-3
2475,europe,unknown,2020-3
2477,europe,unknown,2020-3
2478,mediterranean,decreasing,2020-3
2478,europe,unknown,2020-3
2539,europe,unknown,2020-3
3851,mediterranean,unknown,2020-3
3851,europe,unknown,2020-3
3852,mediterranean,unknown,2020-3
3852,europe,unknown,2020-3
3853,mediterranean,decreasing,2020-3
3853,europe,decreasing,2020-3
3854,mediterranean,decreasing,2020-3
3854,europe,decreasing,2020-3
3855,mediterranean,decreasing,2020-3
3855,europe,decreasing,2020-3
4292,mediterranean,decreasing,2020-3
4292,europe,stable,2020-3
5675,pan-africa,unknown,2020-3
5675,southern_africa,unknown,2020-3
6204,europe,unknown,2020-3
6229,mediterranean,decreasing,2020-3
6229,europe,decreasing,2020-3
6335,europe,unknown,2020-3
6336,mediterranean,decreasing,2020-3
6336,europe,unknown,2020-3
7135,eastern_africa,unknown,2020-3
7135,pan-africa,unknown,2020-3
7135,southern_africa,unknown,2020-3
7859,mediterranean,decreasing,2020-3
7859,europe,decreasing,2020-3
8010,europe,unknown,2020-3
8097,europe,NA,2020-3
8262,mediterranean,decreasing,2020-3
8784,europe,increasing,2020-3
8951,europe,unknown,2020-3
9250,mediterranean,unknown,2020-3
9250,europe,unknown,2020-3
9266,eastern_africa,unknown,2020-3
9266,pan-africa,unknown,2020-3
9461,mediterranean,unknown,2020-3
9461,europe,unknown,2020-3
9660,europe,increasing,2020-3
10030,mediterranean,stable,2020-3
10030,europe,stable,2020-3
10066,europe,unknown,2020-3
10069,mediterranean,decreasing,2020-3
10069,europe,unknown,2020-3
10097,europe,stable,2020-3
10269,europe,decreasing,2020-3
10707,europe,unknown,2020-3
11030,mediterranean,unknown,2020-3
11030,europe,unknown,2020-3
11047,europe,unknown,2020-3
11048,europe,unknown,2020-3
11140,europe,unknown,2020-3
11141,europe,stable,2020-3
11142,europe,stable,2020-3
11200,mediterranean,decreasing,2020-3
11200,europe,decreasing,2020-3
12419,mediterranean,decreasing,2020-3
12419,europe,unknown,2020-3
13006,europe,increasing,2020-3
13045,europe,unknown,2020-3
13232,mediterranean,unknown,2020-3
13232,europe,unknown,2020-3
13241,europe,unknown,2020-3
13244,europe,unknown,2020-3
13245,europe,unknown,2020-3
13250,europe,unknown,2020-3
13653,mediterranean,decreasing,2020-3
13653,europe,unknown,2020-3
13704,europe,unknown,2020-3
14054,mediterranean,unknown,2020-3
14054,europe,unknown,2020-3
14264,pan-africa,decreasing,2020-3
14264,southern_africa,decreasing,2020-3
15106,europe,unknown,2020-3
15421,europe,unknown,2020-3
15873,mediterranean,stable,2020-3
15873,europe,unknown,2020-3
16012,eastern_africa,unknown,2020-3
16564,europe,unknown,2020-3
16781,europe,unknown,2020-3
17013,europe,unknown,2020-3
17027,europe,decreasing,2020-3
18175,central_africa,unknown,2020-3
18175,mediterranean,decreasing,2020-3
18175,europe,decreasing,2020-3
18376,europe,unknown,2020-3
18596,europe,unknown,2020-3
18878,europe,unknown,2020-3
19387,pan-africa,unknown,2020-3
19855,europe,decreasing,2020-3
20731,mediterranean,unknown,2020-3
20731,europe,unknown,2020-3
20738,europe,unknown,2020-3
21257,mediterranean,unknown,2020-3
21257,europe,unknown,2020-3
21856,mediterranean,stable,2020-3
21856,europe,decreasing,2020-3
21860,mediterranean,decreasing,2020-3
21860,europe,decreasing,2020-3
21860,europe,decreasing,2020-3
22563,mediterranean,decreasing,2020-3
22563,europe,decreasing,2020-3
22823,europe,decreasing,2020-3
23148,mediterranean,decreasing,2020-3
23148,europe,decreasing,2020-3
23211,mediterranean,unknown,2020-3
23211,europe,unknown,2020-3
23259,mediterranean,unknown,2020-3
23259,europe,stable,2020-3
39332,mediterranean,decreasing,2020-3
39332,europe,decreasing,2020-3
39336,europe,unknown,2020-3
39339,mediterranean,decreasing,2020-3
39339,europe,decreasing,2020-3
39341,mediterranean,decreasing,2020-3
39341,europe,unknown,2020-3
39352,mediterranean,decreasing,2020-3
39352,europe,decreasing,2020-3
39357,mediterranean,decreasing,2020-3
39357,europe,stable,2020-3
39358,mediterranean,decreasing,2020-3
39358,europe,decreasing,2020-3
39370,europe,unknown,2020-3
39374,europe,decreasing,2020-3
39378,europe,unknown,2020-3
39381,mediterranean,decreasing,2020-3
39381,europe,decreasing,2020-3
39385,europe,decreasing,2020-3
39386,europe,decreasing,2020-3
39388,mediterranean,decreasing,2020-3
39388,europe,decreasing,2020-3
39397,mediterranean,decreasing,2020-3
39397,europe,decreasing,2020-3
39399,mediterranean,decreasing,2020-3
39399,europe,stable,2020-3
39400,europe,stable,2020-3
40710,europe,unknown,2020-3
41006,mediterranean,decreasing,2020-3
41006,europe,unknown,2020-3
41671,europe,unknown,2020-3
41672,europe,increasing,2020-3
41712,europe,unknown,2020-3
41741,mediterranean,unknown,2020-3
41741,europe,unknown,2020-3
41745,europe,decreasing,2020-3
41747,mediterranean,stable,2020-3
41747,europe,decreasing,2020-3
41755,mediterranean,decreasing,2020-3
41755,europe,unknown,2020-3
41762,mediterranean,decreasing,2020-3
41794,europe,unknown,2020-3
41798,europe,increasing,2020-3
41801,mediterranean,decreasing,2020-3
41801,europe,decreasing,2020-3
41823,mediterranean,unknown,2020-3
41823,europe,unknown,2020-3
41830,europe,stable,2020-3
41871,europe,decreasing,2020-3
41876,mediterranean,decreasing,2020-3
41876,europe,decreasing,2020-3
42700,europe,unknown,2020-3
43972,mediterranean,unknown,2020-3
43972,europe,decreasing,2020-3
44207,europe,unknown,2020-3
44216,europe,unknown,2020-3
44565,europe,stable,2020-3
44566,europe,unknown,2020-3
44599,europe,unknown,2020-3
44657,europe,unknown,2020-3
46864,europe,stable,2020-3
60127,mediterranean,decreasing,2020-3
60127,europe,decreasing,2020-3
60139,europe,unknown,2020-3
60140,europe,stable,2020-3
60145,europe,unknown,2020-3
60212,europe,stable,2020-3
60213,europe,decreasing,2020-3
60214,europe,unknown,2020-3
60215,europe,unknown,2020-3
60225,mediterranean,unknown,2020-3
60225,europe,unknown,2020-3
60242,europe,stable,2020-3
60344,northern_africa,decreasing,2020-3
60344,europe,decreasing,2020-3
60447,pan-africa,unknown,2020-3
60447,southern_africa,unknown,2020-3
61213,pan-africa,unknown,2020-3
61405,mediterranean,decreasing,2020-3
61405,europe,decreasing,2020-3
61408,mediterranean,decreasing,2020-3
61408,europe,decreasing,2020-3
61417,mediterranean,decreasing,2020-3
61417,europe,decreasing,2020-3
61418,mediterranean,decreasing,2020-3
61418,europe,decreasing,2020-3
62256,europe,unknown,2020-3
63100,mediterranean,decreasing,2020-3
63100,europe,decreasing,2020-3
63103,europe,stable,2020-3
63104,europe,stable,2020-3
63114,mediterranean,unknown,2020-3
63114,europe,unknown,2020-3
63115,europe,unknown,2020-3
63119,europe,unknown,2020-3
63120,mediterranean,decreasing,2020-3
63120,europe,decreasing,2020-3
63123,europe,unknown,2020-3
63125,europe,stable,2020-3
63126,europe,stable,2020-3
63127,europe,unknown,2020-3
63131,mediterranean,decreasing,2020-3
63131,europe,decreasing,2020-3
63141,mediterranean,decreasing,2020-3
63141,europe,decreasing,2020-3
63146,mediterranean,stable,2020-3
63146,europe,stable,2020-3
63149,mediterranean,decreasing,2020-3
63149,europe,decreasing,2020-3
63153,mediterranean,decreasing,2020-3
63153,europe,decreasing,2020-3
63361,pan-africa,unknown,2020-3
63442,pan-africa,unknown,2020-3
63442,southern_africa,unknown,2020-3
64409,europe,decreasing,2020-3
132722,mediterranean,decreasing,2020-3
132722,europe,decreasing,2020-3
132762,mediterranean,unknown,2020-3
132762,europe,unknown,2020-3
132796,mediterranean,unknown,2020-3
132796,europe,unknown,2020-3
132828,mediterranean,unknown,2020-3
132828,europe,unknown,2020-3
133085,mediterranean,stable,2020-3
133135,mediterranean,stable,2020-3
133142,mediterranean,decreasing,2020-3
133511,mediterranean,increasing,2020-3
135509,europe,unknown,2020-3
135525,mediterranean,decreasing,2020-3
135525,europe,unknown,2020-3
135526,europe,unknown,2020-3
135548,europe,unknown,2020-3
135567,eastern_africa,unknown,2020-3
135567,western_africa,unknown,2020-3
135567,mediterranean,stable,2020-3
135567,europe,unknown,2020-3
135574,europe,unknown,2020-3
135579,mediterranean,stable,2020-3
135579,europe,unknown,2020-3
135606,mediterranean,decreasing,2020-3
135606,europe,decreasing,2020-3
135612,europe,unknown,2020-3
135622,europe,unknown,2020-3
135644,europe,unknown,2020-3
135654,europe,unknown,2020-3
135656,europe,unknown,2020-3
135681,mediterranean,stable,2020-3
135681,europe,unknown,2020-3
135682,europe,unknown,2020-3
135689,western_africa,unknown,2020-3
135689,mediterranean,stable,2020-3
135689,europe,unknown,2020-3
135690,mediterranean,decreasing,2020-3
135690,europe,increasing,2020-3
135707,europe,unknown,2020-3
135714,mediterranean,stable,2020-3
135714,europe,unknown,2020-3
135717,mediterranean,decreasing,2020-3
135717,europe,unknown,2020-3
135719,europe,unknown,2020-3
153534,mediterranean,decreasing,2020-3
153534,mediterranean,decreasing,2020-3
153535,mediterranean,stable,2020-3
153538,mediterranean,decreasing,2020-3
154613,europe,unknown,2020-3
154644,europe,unknown,2020-3
154647,mediterranean,unknown,2020-3
154668,europe,unknown,2020-3
154687,mediterranean,unknown,2020-3
