iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
18159823,global,"2014, 2025","LC, LC","0, 0",unknown,0
18160468,europe,"2014, 2025","LC, LC","0, 0",unknown,0
18160468,global,"2014, 2025","LC, LC","0, 0",unknown,0
18160537,europe,"2015, 2024","LC, LC","0, 0",unknown,0
18160537,global,"2020, 2024","LC, LC","0, 0",stable,0
18160573,europe,"2014, 2025","LC, LC","0, 0",unknown,0
18160573,global,"2014, 2025","LC, LC","0, 0",unknown,0
18237880,europe,"2015, 2024","VU, LC","0.4, 0",decreasing,-0.04444
18258202,europe,"2014, 2015, 2025","LC, LC, LC","0, 0, 0",stable,0
18258202,global,"2014, 2015, 2025","LC, LC, LC","0, 0, 0",stable,0
18435966,global,"2014, 2019, 2020","NT, VU, VU","0.2, 0.4, 0.4",unknown,0.03548
18584848,global,"2013, 2022","CR, CR","0.8, 0.8",decreasing,0
18903491,global,"2021, 2024","CR, CR","0.8, 0.8",decreasing,0
19014407,global,"2013, 2021","LC, LC","0, 0",stable,0
21133172,global,"2015, 2017","LC, LC","0, 0",unknown,0
22678576,global,"2008, 2007, 2004, 2002, 2000, 1996, 1994, 2012, 2013, 2016, 2021","EN, EN, EN, EN, VU, VU, VU, EN, EN, EN, CR","0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6, 0.8",decreasing,0.01246
22678588,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, NT, LC, LC, LC","0, 0, 0, 0, 0.2, 0, 0, 0",decreasing,-0.00532
22678611,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22678620,global,"2008, 2004, 2000, 1996, 1994, 2012, 2016, 2021","EN, EN, EN, VU, VU, EN, EN, NT","0.6, 0.6, 0.6, 0.4, 0.4, 0.6, 0.6, 0.2",unknown,-0.00201
22678625,global,"2008, 2004, 2000, 1996, 1994, 2012, 2016, 2017","EN, EN, CR, EN, EN, EN, EN, EN","0.6, 0.6, 0.8, 0.6, 0.6, 0.6, 0.6, 0.6",increasing,-0.00216
22678632,global,"2008, 2004, 2000, 1996, 1994, 2012, 2016, 2021","VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,-0
22679753,global,"2008, 2004, 2000, 1994, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22679758,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22679770,global,"2008, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2016, 2019","VU, VU, VU, VU, VU, VU, VU, VU, VU, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2",decreasing,-0.00384
22679830,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22679836,global,"2009, 2008, 2004, 2000, 1996, 1994, 2012, 2016, 2024","LC, LC, LC, LC, VU, VU, LC, LC, LC","0, 0, 0, 0, 0.4, 0.4, 0, 0, 0",stable,-0.01283
22679839,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22679839,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,-0
22679843,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22679846,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22679859,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, NT, LC, LC, LC","0, 0, 0, 0, 0.2, 0, 0, 0",increasing,-0.00532
22679869,global,"2008, 2006, 2004, 2000, 1996, 1994, 2012, 2014, 2016, 2023","VU, EN, EN, EN, VU, VU, VU, VU, VU, EN","0.4, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6",decreasing,0.001
22679872,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22679872,global,"2004, 2000, 1994, 2009, 2008, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22679881,europe,"2015, 2021","LC, LC","0, 0",stable,0
22679881,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2022","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22679896,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22679896,global,"2000, 1994, 2009, 2008, 2004, 2012, 2016, 2018, 2021","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22679919,global,"2008, 2006, 2004, 2000, 1994, 2012, 2016, 2023","NT, NT, NT, NT, LC, NT, NT, LC","0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0",increasing,-4.3e-4
22679943,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22679943,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,-0
22679946,europe,"2015, 2021","LC, LC","0, 0",stable,0
22679946,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22679954,europe,"2015, 2021","NT, VU","0.2, 0.4",decreasing,0.03333
22679954,global,"2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2015, 2016, 2017","EN, EN, VU, VU, VU, VU, VU, EN, VU, VU, VU","0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.4, 0.4, 0.4",decreasing,0.00211
22679958,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22679978,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,-0
22679981,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680011,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680015,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680021,global,"2009, 2008, 2004, 2000, 1996, 1994, 2012, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",unknown,-0
22680024,europe,"2015, 2021","LC, LC","0, 0",stable,0
22680024,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680029,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680033,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22680038,global,"2010, 2008, 2006, 2004, 2000, 1994, 2012, 2016, 2018","NT, NT, NT, NT, NT, NT, VU, VU, VU","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4, 0.4, 0.4",decreasing,0.0101
22680047,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22680052,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680086,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22680130,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680145,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680153,global,"2008, 2006, 2004, 2000, 1994, 2012, 2015, 2016, 2024","NT, NT, LC, LC, LC, NT, NT, NT, LC","0.2, 0.2, 0, 0, 0, 0.2, 0.2, 0.2, 0",stable,0.00398
22680157,europe,"2015, 2021","LC, LC","0, 0",decreasing,0
22680157,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680163,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680170,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680174,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680178,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680199,global,"2008, 2011, 2004, 2000, 1996, 1994, 2012, 2013, 2016, 2017, 2023","EN, EN, EN, EN, VU, VU, EN, EN, EN, EN, VU","0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.4",increasing,0.00302
22680203,global,"2010, 2009, 2008, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, VU, VU, VU, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8",increasing,0.01953
22680214,global,"2008, 2006, 2004, 2000, 1994, 2012, 2016","VU, VU, VU, VU, NT, VU, VU","0.4, 0.4, 0.4, 0.4, 0.2, 0.4, 0.4",decreasing,0.00724
22680217,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680221,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680229,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680236,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680240,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680243,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22680247,europe,"2015, 2021","LC, LC","0, 0",decreasing,0
22680247,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680252,global,"2008, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2016, 2022","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22680271,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680277,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22680287,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680301,europe,"2015, 2021","LC, VU","0, 0.4",decreasing,0.06667
22680301,global,"2009, 2008, 2004, 2000, 1994, 2012, 2013, 2016, 2017, 2019","LC, LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680306,global,"2008, 2006, 2004, 2000, 1994, 2012, 2016","VU, VU, VU, VU, LC, VU, VU","0.4, 0.4, 0.4, 0.4, 0, 0.4, 0.4",decreasing,0.01449
22680310,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680313,europe,"2015, 2021","LC, LC","0, 0",decreasing,0
22680313,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680339,europe,"2015, 2021","VU, VU","0.4, 0.4",stable,0
22680339,global,"1994, 2008, 2006, 2004, 2000, 1996, 2012, 2016, 2017, 2022","VU, VU, VU, VU, VU, VU, VU, VU, VU, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2",decreasing,-0.00373
22680358,europe,"2015, 2021","VU, VU","0.4, 0.4",decreasing,0
22680358,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2017, 2019, 2021","LC, LC, LC, LC, LC, LC, VU, VU, VU, VU, VU","0, 0, 0, 0, 0, 0, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.02011
22680364,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680367,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680373,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22680373,global,"2008, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2017, 2019","NT, NT, NT, NT, VU, VU, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2",decreasing,-0.00698
22680387,global,"2008, 2004, 2000, 1994, 2009, 2012, 2016, 2017, 2024","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680391,europe,"2015, 2021","LC, NT","0, 0.2",decreasing,0.03333
22680391,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22680395,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,-0
22680398,europe,"2015, 2021","VU, LC","0.4, 0",decreasing,-0.06667
22680398,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680402,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680405,europe,"2015, 2021","VU, EN","0.4, 0.6",decreasing,0.03333
22680405,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2018","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",unknown,0.00939
22680409,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22680409,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680412,global,"2009, 2008, 2004, 2000, 1996, 1994, 2012, 2016, 2018, 2018, 2020","LC, LC, LC, LC, VU, VU, LC, LC, LC, NT, NT","0, 0, 0, 0, 0.4, 0.4, 0, 0, 0, 0.2, 0.2",decreasing,-0.00805
22680415,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22680415,global,"2010, 2008, 2006, 2005, 2004, 2000, 1996, 1994, 2012, 2013, 2016, 2018","VU, VU, VU, VU, LC, LC, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0, 0, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.00618
22680423,europe,"2015, 2021","LC, LC","0, 0",stable,0
22680423,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680427,europe,"2015, 2021","VU, LC","0.4, 0",decreasing,-0.06667
22680427,global,"2009, 2011, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, VU, VU, VU, VU","0, 0, 0, 0, 0, 0, 0.4, 0.4, 0.4, 0.4",decreasing,0.02034
22680441,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680455,europe,"2015, 2021","LC, LC","0, 0",decreasing,0
22680455,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22680459,europe,"2015, 2021","NT, NT","0.2, 0.2",stable,0
22680459,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018, 2020","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22680462,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2022","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680465,europe,"2015, 2021","LC, LC","0, 0",stable,0
22680465,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22680472,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22680485,europe,"2015, 2021","NT, NT","0.2, 0.2",decreasing,0
22680485,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22680492,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22680492,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,-0
22680683,europe,"2015, 2021","LC, LC","0, 0",stable,0
22680683,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22681885,global,"2008, 2004, 2000, 1994, 2009, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683027,europe,"2015, 2021","VU, LC","0.4, 0",decreasing,-0.06667
22683027,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683033,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683037,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683042,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683045,global,"2000, 1994, 2009, 2008, 2004, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683093,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683099,global,"2009, 2008, 2004, 2000, 1994, 2014, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683106,global,"1994, 2009, 2008, 2004, 2000, 2014, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22683112,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683117,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683213,global,"2008, 2004, 2000, 1994, 2012, 2016, 2022","NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22683227,global,"1994, 2009, 2008, 2004, 2000, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,-0
22683230,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683249,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2022","LC, LC, LC, LC, LC, LC, LC, VU","0, 0, 0, 0, 0, 0, 0, 0.4",decreasing,0.01004
22683265,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683368,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22683399,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2019, 2024","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683422,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683442,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,-0
22683616,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683634,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22683645,europe,"2015, 2021","EN, VU","0.6, 0.4",decreasing,-0.03333
22683645,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,-0
22683649,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683652,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683658,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22683710,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22683740,europe,"2015, 2021","LC, LC","0, 0",increasing,0
22683740,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2019, 2024","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22683744,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,-0
22683982,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22685200,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22685203,global,"2011, 2010, 2009, 2008, 2006, 2004, 2000, 1996, 1994","CR, CR, CR, CR, CR, CR, CR, EN, EN","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6, 0.6",decreasing,0.01192
22686806,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22686806,global,"2009, 2008, 2004, 2000, 1994, 2012, 2014, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22686815,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22686815,global,"2004, 2000, 1994, 2009, 2008, 2012, 2015, 2016, 2018, 2019","LC, LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22686831,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2024","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22686839,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22689032,global,"2008, 2004, 2000, 1994, 2009, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
