iucn_sid,pop_trend,iucn_version,iucn_rgn
133179,Decreasing,2025-1,global
133180,Decreasing,2025-1,global
133181,Decreasing,2025-1,global
133182,Decreasing,2025-1,global
133183,Decreasing,2025-1,global
133184,Decreasing,2025-1,global
133185,Decreasing,2025-1,global
133186,Decreasing,2025-1,global
133187,Decreasing,2025-1,global
133188,Decreasing,2025-1,global
133190,Decreasing,2025-1,global
133191,Decreasing,2025-1,global
133192,Decreasing,2025-1,global
133194,Decreasing,2025-1,global
133196,Decreasing,2025-1,global
254422741,Decreasing,2025-1,global
133198,Decreasing,2025-1,global
133199,Decreasing,2025-1,global
133200,Decreasing,2025-1,global
133201,Decreasing,2025-1,global
133202,Decreasing,2025-1,global
133203,Decreasing,2025-1,global
133205,Decreasing,2025-1,global
133206,Decreasing,2025-1,global
254274183,Decreasing,2025-1,global
219646070,Decreasing,2025-1,global
133209,Decreasing,2025-1,global
133210,Decreasing,2025-1,global
133211,Decreasing,2025-1,global
133213,Decreasing,2025-1,global
133215,Decreasing,2025-1,global
133216,Decreasing,2025-1,global
133218,Decreasing,2025-1,global
133219,Decreasing,2025-1,global
133220,Decreasing,2025-1,global
133222,Decreasing,2025-1,global
133223,Decreasing,2025-1,global
133224,Decreasing,2025-1,global
133225,Decreasing,2025-1,global
133226,Decreasing,2025-1,global
133227,Decreasing,2025-1,global
133228,Decreasing,2025-1,global
133229,Decreasing,2025-1,global
133230,Decreasing,2025-1,global
133231,Decreasing,2025-1,global
133232,Decreasing,2025-1,global
133233,Decreasing,2025-1,global
133234,Decreasing,2025-1,global
133235,Decreasing,2025-1,global
133236,Decreasing,2025-1,global
133238,Decreasing,2025-1,global
133239,Decreasing,2025-1,global
133240,Decreasing,2025-1,global
133242,Decreasing,2025-1,global
133243,Decreasing,2025-1,global
133244,Decreasing,2025-1,global
133245,Decreasing,2025-1,global
133246,Decreasing,2025-1,global
133247,Decreasing,2025-1,global
254271535,Decreasing,2025-1,global
133249,Decreasing,2025-1,global
254415453,Decreasing,2025-1,global
133251,Decreasing,2025-1,global
133252,Decreasing,2025-1,global
133253,Decreasing,2025-1,global
133254,Decreasing,2025-1,global
133255,Decreasing,2025-1,global
133256,Decreasing,2025-1,global
133257,Decreasing,2025-1,global
133258,Decreasing,2025-1,global
133259,Decreasing,2025-1,global
133260,Decreasing,2025-1,global
133261,Decreasing,2025-1,global
133262,Decreasing,2025-1,global
133263,Decreasing,2025-1,global
133264,Decreasing,2025-1,global
133267,Decreasing,2025-1,global
133268,Decreasing,2025-1,global
133269,Decreasing,2025-1,global
133270,Decreasing,2025-1,global
254416531,Decreasing,2025-1,global
133272,Decreasing,2025-1,global
133277,Decreasing,2025-1,global
133281,Decreasing,2025-1,global
133282,Decreasing,2025-1,global
133283,Decreasing,2025-1,global
254265312,Decreasing,2025-1,global
133285,Decreasing,2025-1,global
133287,Decreasing,2025-1,global
133288,Decreasing,2025-1,global
133289,Decreasing,2025-1,global
133290,Decreasing,2025-1,global
133291,Decreasing,2025-1,global
254416750,Decreasing,2025-1,global
254348980,Decreasing,2025-1,global
133294,Decreasing,2025-1,global
133295,Decreasing,2025-1,global
133296,Decreasing,2025-1,global
133297,Decreasing,2025-1,global
133298,Decreasing,2025-1,global
133299,Decreasing,2025-1,global
133301,Decreasing,2025-1,global
133302,Decreasing,2025-1,global
133303,Decreasing,2025-1,global
133304,Decreasing,2025-1,global
133305,Decreasing,2025-1,global
133306,Decreasing,2025-1,global
133307,Decreasing,2025-1,global
133308,Decreasing,2025-1,global
133310,Decreasing,2025-1,global
133311,Decreasing,2025-1,global
133313,Decreasing,2025-1,global
133314,Decreasing,2025-1,global
133315,Decreasing,2025-1,global
133316,Decreasing,2025-1,global
133317,Decreasing,2025-1,global
254351183,Decreasing,2025-1,global
133320,Decreasing,2025-1,global
133321,Decreasing,2025-1,global
133322,Decreasing,2025-1,global
133323,Decreasing,2025-1,global
254412648,Decreasing,2025-1,global
133325,Decreasing,2025-1,global
133326,Decreasing,2025-1,global
133327,Decreasing,2025-1,global
133329,Decreasing,2025-1,global
133330,Decreasing,2025-1,global
133332,Decreasing,2025-1,global
133333,Decreasing,2025-1,global
133335,Decreasing,2025-1,global
133336,Decreasing,2025-1,global
133337,Decreasing,2025-1,global
254371879,Decreasing,2025-1,global
133339,Decreasing,2025-1,global
133340,Decreasing,2025-1,global
133341,Decreasing,2025-1,global
133342,Decreasing,2025-1,global
133343,Decreasing,2025-1,global
133345,Decreasing,2025-1,global
133346,Decreasing,2025-1,global
133348,Decreasing,2025-1,global
133349,Decreasing,2025-1,global
133351,Decreasing,2025-1,global
133354,Decreasing,2025-1,global
133356,Decreasing,2025-1,global
133357,Decreasing,2025-1,global
133358,Decreasing,2025-1,global
133359,Decreasing,2025-1,global
133360,Decreasing,2025-1,global
133361,Decreasing,2025-1,global
133364,Decreasing,2025-1,global
133365,Decreasing,2025-1,global
133366,Decreasing,2025-1,global
133367,Decreasing,2025-1,global
133368,Decreasing,2025-1,global
133369,Decreasing,2025-1,global
133370,Decreasing,2025-1,global
133371,Decreasing,2025-1,global
133372,Decreasing,2025-1,global
133373,Decreasing,2025-1,global
133374,Decreasing,2025-1,global
133375,Decreasing,2025-1,global
133376,Decreasing,2025-1,global
133377,Decreasing,2025-1,global
133378,Decreasing,2025-1,global
133380,Decreasing,2025-1,global
133381,Decreasing,2025-1,global
133382,Decreasing,2025-1,global
133383,Decreasing,2025-1,global
133384,Decreasing,2025-1,global
133386,Decreasing,2025-1,global
133387,Decreasing,2025-1,global
133389,Decreasing,2025-1,global
133390,Decreasing,2025-1,global
133391,Decreasing,2025-1,global
133392,Decreasing,2025-1,global
133394,Decreasing,2025-1,global
133396,Decreasing,2025-1,global
133397,Decreasing,2025-1,global
133398,Decreasing,2025-1,global
133399,Decreasing,2025-1,global
133400,Decreasing,2025-1,global
133401,Decreasing,2025-1,global
133402,Decreasing,2025-1,global
133403,Decreasing,2025-1,global
133404,Decreasing,2025-1,global
133405,Decreasing,2025-1,global
133406,Decreasing,2025-1,global
133408,Decreasing,2025-1,global
133409,Decreasing,2025-1,global
133410,Decreasing,2025-1,global
254420754,Decreasing,2025-1,global
133412,Decreasing,2025-1,global
133413,Decreasing,2025-1,global
133414,Decreasing,2025-1,global
133415,Decreasing,2025-1,global
133416,Decreasing,2025-1,global
133417,Decreasing,2025-1,global
133418,Decreasing,2025-1,global
133419,Decreasing,2025-1,global
133420,Decreasing,2025-1,global
133422,Decreasing,2025-1,global
133423,Decreasing,2025-1,global
133424,Decreasing,2025-1,global
133426,Decreasing,2025-1,global
133427,Decreasing,2025-1,global
133428,Decreasing,2025-1,global
133429,Decreasing,2025-1,global
133430,Decreasing,2025-1,global
133431,Decreasing,2025-1,global
133432,Decreasing,2025-1,global
133433,Decreasing,2025-1,global
133434,Decreasing,2025-1,global
133437,Decreasing,2025-1,global
133438,Decreasing,2025-1,global
133439,Decreasing,2025-1,global
133440,Decreasing,2025-1,global
133441,Decreasing,2025-1,global
133442,Decreasing,2025-1,global
133443,Decreasing,2025-1,global
133445,Decreasing,2025-1,global
133447,Decreasing,2025-1,global
133448,Decreasing,2025-1,global
133450,Decreasing,2025-1,global
133451,Decreasing,2025-1,global
254266197,Decreasing,2025-1,global
133453,Decreasing,2025-1,global
133454,Decreasing,2025-1,global
133456,Decreasing,2025-1,global
133457,Decreasing,2025-1,global
133458,Decreasing,2025-1,global
133459,Decreasing,2025-1,global
133460,Decreasing,2025-1,global
133461,Decreasing,2025-1,global
133462,Decreasing,2025-1,global
133463,Decreasing,2025-1,global
133464,Decreasing,2025-1,global
133467,Decreasing,2025-1,global
133468,Decreasing,2025-1,global
133469,Decreasing,2025-1,global
133470,Decreasing,2025-1,global
133471,Decreasing,2025-1,global
133472,Decreasing,2025-1,global
133473,Decreasing,2025-1,global
133474,Decreasing,2025-1,global
133477,Decreasing,2025-1,global
133478,Decreasing,2025-1,global
218764304,Decreasing,2025-1,global
133481,Decreasing,2025-1,global
133482,Decreasing,2025-1,global
133484,Decreasing,2025-1,global
133485,Decreasing,2025-1,global
133486,Decreasing,2025-1,global
133488,Decreasing,2025-1,global
133489,Decreasing,2025-1,global
133490,Decreasing,2025-1,global
133491,Decreasing,2025-1,global
133492,Decreasing,2025-1,global
133493,Decreasing,2025-1,global
133494,Decreasing,2025-1,global
133495,Decreasing,2025-1,global
133496,Decreasing,2025-1,global
133497,Decreasing,2025-1,global
133498,Decreasing,2025-1,global
133499,Decreasing,2025-1,global
133500,Decreasing,2025-1,global
133501,Decreasing,2025-1,global
133503,Decreasing,2025-1,global
133505,Decreasing,2025-1,global
133506,Decreasing,2025-1,global
133508,Decreasing,2025-1,global
133509,Decreasing,2025-1,global
133510,Decreasing,2025-1,global
133512,Decreasing,2025-1,global
133513,Decreasing,2025-1,global
133515,Decreasing,2025-1,global
133516,Decreasing,2025-1,global
133519,Decreasing,2025-1,global
133520,Decreasing,2025-1,global
133521,Decreasing,2025-1,global
133522,Decreasing,2025-1,global
133523,Decreasing,2025-1,global
133524,Decreasing,2025-1,global
133525,Decreasing,2025-1,global
133526,Decreasing,2025-1,global
133528,Decreasing,2025-1,global
133529,Decreasing,2025-1,global
133530,Decreasing,2025-1,global
133531,Decreasing,2025-1,global
133532,Decreasing,2025-1,global
133534,Decreasing,2025-1,global
133535,Decreasing,2025-1,global
133537,Decreasing,2025-1,global
133538,Decreasing,2025-1,global
133539,Decreasing,2025-1,global
133540,Decreasing,2025-1,global
133542,Decreasing,2025-1,global
133543,Decreasing,2025-1,global
133545,Decreasing,2025-1,global
133546,Decreasing,2025-1,global
133547,Decreasing,2025-1,global
133548,Decreasing,2025-1,global
133549,Decreasing,2025-1,global
133550,Decreasing,2025-1,global
133551,Decreasing,2025-1,global
133552,Decreasing,2025-1,global
133554,Decreasing,2025-1,global
133555,Decreasing,2025-1,global
133556,Decreasing,2025-1,global
133557,Decreasing,2025-1,global
133558,Decreasing,2025-1,global
133559,Decreasing,2025-1,global
133560,Decreasing,2025-1,global
133561,Decreasing,2025-1,global
133562,Decreasing,2025-1,global
133563,Decreasing,2025-1,global
133565,Decreasing,2025-1,global
133566,Decreasing,2025-1,global
133567,Decreasing,2025-1,global
133568,Decreasing,2025-1,global
133569,Decreasing,2025-1,global
219646182,Decreasing,2025-1,global
133571,Decreasing,2025-1,global
133572,Decreasing,2025-1,global
133573,Decreasing,2025-1,global
218764849,Decreasing,2025-1,global
133577,Decreasing,2025-1,global
133579,Decreasing,2025-1,global
133581,Decreasing,2025-1,global
133582,Decreasing,2025-1,global
133583,Decreasing,2025-1,global
133585,Decreasing,2025-1,global
133586,Decreasing,2025-1,global
133587,Decreasing,2025-1,global
133588,Decreasing,2025-1,global
133589,Decreasing,2025-1,global
133590,Decreasing,2025-1,global
133593,Decreasing,2025-1,global
133597,Decreasing,2025-1,global
133598,Decreasing,2025-1,global
133599,Decreasing,2025-1,global
133600,Decreasing,2025-1,global
133601,Decreasing,2025-1,global
213549931,Decreasing,2025-1,global
133604,Decreasing,2025-1,global
133605,Decreasing,2025-1,global
133606,Decreasing,2025-1,global
133608,Decreasing,2025-1,global
133609,Decreasing,2025-1,global
133613,Decreasing,2025-1,global
133614,Decreasing,2025-1,global
133615,Decreasing,2025-1,global
133616,Decreasing,2025-1,global
133617,Decreasing,2025-1,global
133619,Decreasing,2025-1,global
133620,Decreasing,2025-1,global
133621,Decreasing,2025-1,global
133622,Decreasing,2025-1,global
133623,Decreasing,2025-1,global
133624,Decreasing,2025-1,global
133628,Decreasing,2025-1,global
133629,Decreasing,2025-1,global
133630,Decreasing,2025-1,global
133633,Decreasing,2025-1,global
133634,Decreasing,2025-1,global
133635,Decreasing,2025-1,global
133636,Decreasing,2025-1,global
133637,Decreasing,2025-1,global
133638,Decreasing,2025-1,global
133640,Decreasing,2025-1,global
133641,Decreasing,2025-1,global
133642,Decreasing,2025-1,global
133643,Decreasing,2025-1,global
133645,Decreasing,2025-1,global
133646,Decreasing,2025-1,global
133647,Decreasing,2025-1,global
133648,Decreasing,2025-1,global
219410503,Decreasing,2025-1,global
133650,Decreasing,2025-1,global
133651,Decreasing,2025-1,global
133652,Decreasing,2025-1,global
133654,Decreasing,2025-1,global
133656,Decreasing,2025-1,global
133659,Decreasing,2025-1,global
133660,Decreasing,2025-1,global
133661,Decreasing,2025-1,global
133662,Decreasing,2025-1,global
133664,Decreasing,2025-1,global
133665,Decreasing,2025-1,global
218761650,Decreasing,2025-1,global
133667,Decreasing,2025-1,global
133668,Decreasing,2025-1,global
133669,Decreasing,2025-1,global
133670,Decreasing,2025-1,global
133673,Decreasing,2025-1,global
133674,Decreasing,2025-1,global
133675,Decreasing,2025-1,global
133679,Decreasing,2025-1,global
133682,Decreasing,2025-1,global
133683,Decreasing,2025-1,global
133684,Decreasing,2025-1,global
133685,Decreasing,2025-1,global
133687,Decreasing,2025-1,global
133688,Decreasing,2025-1,global
133689,Decreasing,2025-1,global
133690,Decreasing,2025-1,global
133693,Decreasing,2025-1,global
133695,Decreasing,2025-1,global
133696,Decreasing,2025-1,global
133697,Decreasing,2025-1,global
133698,Decreasing,2025-1,global
133699,Decreasing,2025-1,global
133700,Decreasing,2025-1,global
133702,Decreasing,2025-1,global
195215,Decreasing,2025-1,global
22679954,Decreasing,2025-1,europe
22680157,Decreasing,2025-1,europe
22680247,Decreasing,2025-1,europe
22680301,Decreasing,2025-1,europe
22680313,Decreasing,2025-1,europe
22680358,Decreasing,2025-1,europe
22680391,Decreasing,2025-1,europe
22680398,Decreasing,2025-1,europe
22680405,Decreasing,2025-1,europe
22680427,Decreasing,2025-1,europe
22680455,Decreasing,2025-1,europe
22680485,Decreasing,2025-1,europe
22683027,Decreasing,2025-1,europe
22683645,Decreasing,2025-1,europe
22692907,Decreasing,2025-1,europe
22692913,Decreasing,2025-1,europe
22693190,Decreasing,2025-1,europe
22693211,Decreasing,2025-1,europe
22693216,Decreasing,2025-1,europe
22693251,Decreasing,2025-1,europe
22693264,Decreasing,2025-1,europe
22693336,Decreasing,2025-1,europe
22693363,Decreasing,2025-1,europe
22693464,Decreasing,2025-1,europe
22693468,Decreasing,2025-1,europe
22693712,Decreasing,2025-1,europe
22693770,Decreasing,2025-1,europe
22693862,Decreasing,2025-1,europe
22693949,Decreasing,2025-1,europe
22694245,Decreasing,2025-1,europe
22694313,Decreasing,2025-1,europe
22694420,Decreasing,2025-1,europe
22694443,Decreasing,2025-1,europe
22694473,Decreasing,2025-1,europe
22694497,Decreasing,2025-1,europe
22694656,Decreasing,2025-1,europe
22694847,Decreasing,2025-1,europe
22694927,Decreasing,2025-1,europe
22696453,Decreasing,2025-1,europe
22696495,Decreasing,2025-1,europe
22696599,Decreasing,2025-1,europe
22696610,Decreasing,2025-1,europe
22696894,Decreasing,2025-1,europe
22696993,Decreasing,2025-1,europe
22697834,Decreasing,2025-1,europe
22697866,Decreasing,2025-1,europe
22698453,Decreasing,2025-1,europe
22716984,Decreasing,2025-1,europe
22717383,Decreasing,2025-1,europe
22718556,Decreasing,2025-1,europe
22718571,Decreasing,2025-1,europe
22724836,Decreasing,2025-1,europe
22725846,Decreasing,2025-1,europe
22727487,Decreasing,2025-1,europe
22728432,Decreasing,2025-1,europe
45959182,Decreasing,2025-1,europe
62030608,Decreasing,2025-1,europe
62120190,Decreasing,2025-1,europe
22694906,Decreasing,2025-1,global
22694921,Decreasing,2025-1,global
22694918,Decreasing,2025-1,global
22694931,Decreasing,2025-1,global
22683652,Decreasing,2025-1,global
22698557,Decreasing,2025-1,global
22697724,Decreasing,2025-1,global
22696683,Decreasing,2025-1,global
22696694,Decreasing,2025-1,global
169229426,Decreasing,2025-1,global
169233669,Decreasing,2025-1,global
169234837,Decreasing,2025-1,global
169234885,Decreasing,2025-1,global
169236848,Decreasing,2025-1,global
169755340,Decreasing,2025-1,global
144162654,Decreasing,2025-1,global
20047,Decreasing,2025-1,global
170309,Decreasing,2025-1,global
170318,Decreasing,2025-1,global
170324,Decreasing,2025-1,global
170341,Decreasing,2025-1,global
170346,Decreasing,2025-1,global
170354,Decreasing,2025-1,global
170356,Decreasing,2025-1,global
170754156,Decreasing,2025-1,global
170754156,Decreasing,2025-1,europe
39365,Decreasing,2025-1,global
39366,Decreasing,2025-1,global
41737,Decreasing,2025-1,global
161376,Decreasing,2025-1,global
41831,Decreasing,2025-1,global
41836,Decreasing,2025-1,global
41851,Decreasing,2025-1,global
39384,Decreasing,2025-1,global
41835,Decreasing,2025-1,global
161695,Decreasing,2025-1,global
161506,Decreasing,2025-1,global
10722,Decreasing,2025-1,global
14562,Decreasing,2025-1,global
167006,Decreasing,2025-1,global
191823,Decreasing,2025-1,global
107605000,Decreasing,2025-1,global
161566,Decreasing,2025-1,global
104208524,Decreasing,2025-1,global
161547,Decreasing,2025-1,global
195474,Decreasing,2025-1,global
22698159,Decreasing,2025-1,global
22727255,Decreasing,2025-1,global
176485629,Decreasing,2025-1,global
176486023,Decreasing,2025-1,global
176486152,Decreasing,2025-1,global
176486201,Decreasing,2025-1,global
176486239,Decreasing,2025-1,global
176486255,Decreasing,2025-1,global
176486271,Decreasing,2025-1,global
166184,Decreasing,2025-1,global
176549691,Decreasing,2025-1,global
230406023,Decreasing,2025-1,global
176559231,Decreasing,2025-1,global
13852,Decreasing,2025-1,global
185152,Decreasing,2025-1,global
176988285,Decreasing,2025-1,global
39328,Decreasing,2025-1,global
177429528,Decreasing,2025-1,global
1086,Decreasing,2025-1,global
161660,Decreasing,2025-1,global
161545,Decreasing,2025-1,global
161445,Decreasing,2025-1,global
22732425,Decreasing,2025-1,global
41712,Decreasing,2025-1,global
22731577,Decreasing,2025-1,global
178756893,Decreasing,2025-1,global
22694716,Decreasing,2025-1,global
22694870,Decreasing,2025-1,global
62101249,Decreasing,2025-1,global
22694887,Decreasing,2025-1,global
22694262,Decreasing,2025-1,global
22694699,Decreasing,2025-1,global
132975,Decreasing,2025-1,global
132999,Decreasing,2025-1,global
133042,Decreasing,2025-1,global
228542038,Decreasing,2025-1,global
133143,Decreasing,2025-1,global
133276,Decreasing,2025-1,global
133362,Decreasing,2025-1,global
133466,Decreasing,2025-1,global
228540293,Decreasing,2025-1,global
133553,Decreasing,2025-1,global
133595,Decreasing,2025-1,global
133612,Decreasing,2025-1,global
22721842,Decreasing,2025-1,global
22694140,Decreasing,2025-1,global
22694537,Decreasing,2025-1,global
22680412,Decreasing,2025-1,global
22693845,Decreasing,2025-1,global
180502386,Decreasing,2025-1,global
22693431,Decreasing,2025-1,global
22694903,Decreasing,2025-1,global
22721016,Decreasing,2025-1,global
181244306,Decreasing,2025-1,global
22697641,Decreasing,2025-1,global
22693182,Decreasing,2025-1,global
22725033,Decreasing,2025-1,global
181501221,Decreasing,2025-1,global
22698102,Decreasing,2025-1,global
22727668,Decreasing,2025-1,global
22697776,Decreasing,2025-1,global
22697800,Decreasing,2025-1,global
22697817,Decreasing,2025-1,global
22697825,Decreasing,2025-1,global
22735250,Decreasing,2025-1,global
22698001,Decreasing,2025-1,global
22697651,Decreasing,2025-1,global
22694313,Decreasing,2025-1,global
161691,Decreasing,2025-1,global
39399,Decreasing,2025-1,global
161425,Decreasing,2025-1,global
61408,Decreasing,2025-1,global
183784866,Decreasing,2025-1,global
22724836,Decreasing,2025-1,global
163144,Decreasing,2025-1,global
22734408,Decreasing,2025-1,global
22697793,Decreasing,2025-1,global
22697761,Decreasing,2025-1,global
185495181,Decreasing,2025-1,global
162293947,Decreasing,2025-1,mediterranean
22689714,Decreasing,2025-1,global
22697143,Decreasing,2025-1,global
190552041,Decreasing,2025-1,global
103670944,Decreasing,2025-1,global
64411,Decreasing,2025-1,global
22678576,Decreasing,2025-1,global
4292,Decreasing,2025-1,global
22678632,Decreasing,2025-1,global
22678588,Decreasing,2025-1,global
134817215,Decreasing,2025-1,mediterranean
157877009,Decreasing,2025-1,global
22680252,Decreasing,2025-1,global
22731855,Decreasing,2025-1,global
49187516,Decreasing,2025-1,global
197258574,Decreasing,2025-1,global
22734928,Decreasing,2025-1,global
178290276,Decreasing,2025-1,global
104062579,Decreasing,2025-1,global
199932,Decreasing,2025-1,global
195436,Decreasing,2025-1,global
176486052,Decreasing,2025-1,global
195437,Decreasing,2025-1,global
144159779,Decreasing,2025-1,global
47270129,Decreasing,2025-1,global
132438298,Decreasing,2025-1,europe
102998555,Decreasing,2025-1,europe
22693613,Decreasing,2025-1,europe
63111,Decreasing,2025-1,global
63117,Decreasing,2025-1,global
161568,Decreasing,2025-1,global
42564343,Decreasing,2025-1,global
201629258,Decreasing,2025-1,global
63128,Decreasing,2025-1,global
22696495,Decreasing,2025-1,global
22695147,Decreasing,2025-1,global
22680358,Decreasing,2025-1,global
232,Decreasing,2025-1,europe
39387,Decreasing,2025-1,global
39370,Decreasing,2025-1,global
22680339,Decreasing,2025-1,global
22716984,Decreasing,2025-1,global
62030608,Decreasing,2025-1,global
41747,Decreasing,2025-1,global
152781911,Decreasing,2025-1,global
60170,Decreasing,2025-1,global
60175,Decreasing,2025-1,global
22693235,Decreasing,2025-1,global
215823373,Decreasing,2025-1,global
22689535,Decreasing,2025-1,mediterranean
22695344,Decreasing,2025-1,mediterranean
22697742,Decreasing,2025-1,global
169234201,Decreasing,2025-1,global
176769,Decreasing,2025-1,global
211665303,Decreasing,2025-1,global
211714426,Decreasing,2025-1,global
211716547,Decreasing,2025-1,global
15106,Decreasing,2025-1,europe
22683249,Decreasing,2025-1,global
3855,Decreasing,2025-1,global
39339,Decreasing,2025-1,global
22735692,Decreasing,2025-1,global
19855,Decreasing,2025-1,europe
41671,Decreasing,2025-1,europe
213319691,Decreasing,2025-1,global
133065,Decreasing,2025-1,global
22692167,Decreasing,2025-1,global
110847130,Decreasing,2025-1,mediterranean
60200,Decreasing,2025-1,global
60199,Decreasing,2025-1,global
41832,Decreasing,2025-1,global
110847130,Decreasing,2025-1,global
195459,Decreasing,2025-1,global
198921,Decreasing,2025-1,global
126710128,Decreasing,2025-1,global
161439,Decreasing,2025-1,global
60198,Decreasing,2025-1,global
214417427,Decreasing,2025-1,global
214418407,Decreasing,2025-1,global
17028,Decreasing,2025-1,global
12303,Decreasing,2025-1,global
61404,Decreasing,2025-1,global
215764369,Decreasing,2025-1,global
60166,Decreasing,2025-1,global
60344,Decreasing,2025-1,europe
22695097,Decreasing,2025-1,global
22683213,Decreasing,2025-1,global
230,Decreasing,2025-1,europe
22697353,Decreasing,2025-1,global
15184,Decreasing,2025-1,global
183395,Decreasing,2025-1,global
183690,Decreasing,2025-1,global
183769,Decreasing,2025-1,global
184017,Decreasing,2025-1,global
12419,Decreasing,2025-1,global
41755,Decreasing,2025-1,europe
218756059,Decreasing,2025-1,global
218756142,Decreasing,2025-1,global
218756497,Decreasing,2025-1,global
218756802,Decreasing,2025-1,global
218756814,Decreasing,2025-1,global
218757170,Decreasing,2025-1,global
218757183,Decreasing,2025-1,global
6204,Decreasing,2025-1,europe
41672,Decreasing,2025-1,europe
236,Decreasing,2025-1,global
219317378,Decreasing,2025-1,global
219317955,Decreasing,2025-1,global
197733737,Decreasing,2025-1,global
7750,Decreasing,2025-1,global
219535691,Decreasing,2025-1,global
219535194,Decreasing,2025-1,global
219555553,Decreasing,2025-1,global
219555671,Decreasing,2025-1,global
219555864,Decreasing,2025-1,global
219555879,Decreasing,2025-1,global
219555846,Decreasing,2025-1,global
219645876,Decreasing,2025-1,global
219556728,Decreasing,2025-1,global
219556732,Decreasing,2025-1,global
219556705,Decreasing,2025-1,global
219556745,Decreasing,2025-1,global
219556702,Decreasing,2025-1,global
219645765,Decreasing,2025-1,global
219645763,Decreasing,2025-1,global
219362504,Decreasing,2025-1,global
219406091,Decreasing,2025-1,global
219379539,Decreasing,2025-1,global
218756974,Decreasing,2025-1,global
219405797,Decreasing,2025-1,global
219358778,Decreasing,2025-1,global
219406010,Decreasing,2025-1,global
219358889,Decreasing,2025-1,global
219365839,Decreasing,2025-1,global
219379838,Decreasing,2025-1,global
219360097,Decreasing,2025-1,global
219378635,Decreasing,2025-1,global
219361780,Decreasing,2025-1,global
219646684,Decreasing,2025-1,global
22696606,Decreasing,2025-1,europe
41712,Decreasing,2025-1,europe
903,Decreasing,2025-1,europe
242158594,Decreasing,2025-1,europe
135606,Decreasing,2025-1,europe
135579,Decreasing,2025-1,europe
135689,Decreasing,2025-1,europe
135714,Decreasing,2025-1,europe
135681,Decreasing,2025-1,europe
135567,Decreasing,2025-1,europe
242222668,Decreasing,2025-1,europe
22695105,Decreasing,2025-1,global
22693225,Decreasing,2025-1,global
22725672,Decreasing,2025-1,global
133193,Decreasing,2025-1,global
241,Decreasing,2025-1,global
225,Decreasing,2025-1,global
228,Decreasing,2025-1,global
22679869,Decreasing,2025-1,global
62289271,Decreasing,2025-1,global
82031633,Decreasing,2025-1,global
22693780,Decreasing,2025-1,global
232574182,Decreasing,2025-1,global
230027154,Decreasing,2025-1,global
246011694,Decreasing,2025-1,global
18237880,Decreasing,2025-1,global
18237880,Decreasing,2025-1,europe
183800,Decreasing,2025-1,global
183979,Decreasing,2025-1,global
183748,Decreasing,2025-1,global
154874,Decreasing,2025-1,global
154699,Decreasing,2025-1,global
182712,Decreasing,2025-1,global
194885,Decreasing,2025-1,global
194885,Decreasing,2025-1,europe
194885,Decreasing,2025-1,mediterranean
274985841,Decreasing,2025-1,global
274985841,Decreasing,2025-1,europe
68001143,Decreasing,2025-1,global
22692039,Decreasing,2025-1,global
225,Decreasing,2025-1,europe
235,Decreasing,2025-1,europe
229,Decreasing,2025-1,europe
10269,Decreasing,2025-1,europe
241132777,Decreasing,2025-1,global
241133167,Decreasing,2025-1,global
241133178,Decreasing,2025-1,global
241133554,Decreasing,2025-1,global
241147112,Decreasing,2025-1,global
241147290,Decreasing,2025-1,global
241147290,Decreasing,2025-1,europe
241147290,Decreasing,2025-1,mediterranean
241147380,Decreasing,2025-1,global
241147458,Decreasing,2025-1,global
241147662,Decreasing,2025-1,global
241147990,Decreasing,2025-1,global
241148112,Decreasing,2025-1,global
241148222,Decreasing,2025-1,global
241148232,Decreasing,2025-1,global
241148253,Decreasing,2025-1,global
241148837,Decreasing,2025-1,global
241148923,Decreasing,2025-1,global
241149141,Decreasing,2025-1,global
241149261,Decreasing,2025-1,global
241149272,Decreasing,2025-1,global
241149272,Decreasing,2025-1,europe
241149272,Decreasing,2025-1,mediterranean
241151143,Decreasing,2025-1,global
241151645,Decreasing,2025-1,global
241152111,Decreasing,2025-1,global
241152111,Decreasing,2025-1,europe
241152111,Decreasing,2025-1,mediterranean
242158594,Decreasing,2025-1,global
242222668,Decreasing,2025-1,global
230,Decreasing,2025-1,global
258684981,Decreasing,2025-1,global
50015694,Decreasing,2025-1,global
50015525,Decreasing,2025-1,global
244921024,Decreasing,2025-1,global
244922366,Decreasing,2025-1,global
244924692,Decreasing,2025-1,global
244933041,Decreasing,2025-1,global
50014335,Decreasing,2025-1,global
50013368,Decreasing,2025-1,global
4615,Decreasing,2025-1,global
41716,Decreasing,2025-1,global
22693199,Decreasing,2025-1,global
10060,Decreasing,2025-1,global
250584055,Decreasing,2025-1,global
250584194,Decreasing,2025-1,global
250584311,Decreasing,2025-1,global
250584632,Decreasing,2025-1,global
250585368,Decreasing,2025-1,global
250587627,Decreasing,2025-1,global
252245812,Decreasing,2025-1,global
252246435,Decreasing,2025-1,global
252731894,Decreasing,2025-1,global
253117160,Decreasing,2025-1,global
68399092,Decreasing,2025-1,global
68399123,Decreasing,2025-1,global
68399203,Decreasing,2025-1,global
22679830,Decreasing,2025-1,global
22704604,Decreasing,2025-1,global
22704600,Decreasing,2025-1,global
22685200,Decreasing,2025-1,global
13704,Decreasing,2025-1,europe
254257555,Decreasing,2025-1,global
254256661,Decreasing,2025-1,global
