name,count,code,country,presence,origin,distribution_code
12126,15,AR,Argentina,Extant,Native,unspecified
12126,15,AU,Australia,Extant,Native,unspecified
12126,15,BR,Brazil,Extant,Native,unspecified
12126,15,BV,Bouvet Island,Extant,Native,unspecified
12126,15,CL,Chile,Extant,Native,unspecified
12126,15,FK,Falkland Islands (Malvinas),Extant,Native,unspecified
12126,15,GS,South Georgia and the South Sandwich Islands,Extant,Native,unspecified
12126,15,MZ,Mozambique,Extant,Native,unspecified
12126,15,"NA",Namibia,Extant,Native,unspecified
12126,15,NZ,New Zealand,Extant,Native,unspecified
12126,15,PE,Peru,Extant,Native,unspecified
12126,15,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,unspecified
12126,15,TF,French Southern Territories,Extant,Native,unspecified
12126,15,UY,Uruguay,Extant,Native,unspecified
12126,15,ZA,South Africa,Extant,Native,unspecified
