name,count,code,country,presence,origin,distribution_code
41715,11,AQ,Antarctica,Presence Uncertain,Native,unspecified
41715,11,AR,Argentina,Extant,Native,unspecified
41715,11,AU,Australia,Extant,Native,unspecified
41715,11,BR,Brazil,Extant,Native,unspecified
41715,11,CL,Chile,Extant,Native,unspecified
41715,11,FK,Falkland Islands (Malvinas),Extant,Native,unspecified
41715,11,GS,South Georgia and the South Sandwich Islands,Extant,Native,unspecified
41715,11,HM,Heard Island and McDonald Islands,Extant,Native,unspecified
41715,11,NZ,New Zealand,Extant,Native,unspecified
41715,11,TF,French Southern Territories,Extant,Native,unspecified
41715,11,UY,Uruguay,Extant,Native,unspecified
