name,count,code,country,presence,origin,distribution_code
2480,28,AO,Angola,Presence Uncertain,Native,unspecified
2480,28,AQ,Antarctica,Extant,Native,unspecified
2480,28,AR,Argentina,Extant,Native,unspecified
2480,28,AU,Australia,Extant,Native,unspecified
2480,28,BR,Brazil,Extant,Native,unspecified
2480,28,CL,Chile,Extant,Native,unspecified
2480,28,FJ,Fiji,Presence Uncertain,Native,unspecified
2480,28,GF,French Guiana,Presence Uncertain,Native,unspecified
2480,28,GS,South Georgia and the South Sandwich Islands,Extant,Native,unspecified
2480,28,ID,Indonesia,Presence Uncertain,Native,unspecified
2480,28,KE,Kenya,Presence Uncertain,Native,unspecified
2480,28,KM,Comoros,Presence Uncertain,Native,unspecified
2480,28,MG,Madagascar,Presence Uncertain,Native,unspecified
2480,28,MU,Mauritius,Presence Uncertain,Native,unspecified
2480,28,MZ,Mozambique,Presence Uncertain,Native,unspecified
2480,28,"NA",Namibia,Extant,Native,unspecified
2480,28,NC,New Caledonia,Presence Uncertain,Native,unspecified
2480,28,NZ,New Zealand,Extant,Native,unspecified
2480,28,PE,Peru,Extant,Native,unspecified
2480,28,PF,French Polynesia,Presence Uncertain,Native,unspecified
2480,28,RE,Réunion,Presence Uncertain,Native,unspecified
2480,28,SR,Suriname,Extant,Native,unspecified
2480,28,TF,French Southern Territories,Extant,Native,unspecified
2480,28,TZ,"Tanzania, United Republic of",Presence Uncertain,Native,unspecified
2480,28,UY,Uruguay,Extant,Native,unspecified
2480,28,VU,Vanuatu,Presence Uncertain,Native,unspecified
2480,28,YT,Mayotte,Presence Uncertain,Native,unspecified
2480,28,ZA,South Africa,Extant,Native,unspecified
