name,count,code,country,presence,origin,distribution_code
2472,8,FR,France,Extant,Vagrant,unspecified
2472,8,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Vagrant,unspecified
2472,8,GL,Greenland,Extant,Native,unspecified
2472,8,IE,Ireland,Extant,Vagrant,unspecified
2472,8,IS,Iceland,Extant,Native,unspecified
2472,8,NO,Norway,Extant,Native,unspecified
2472,8,RU,Russian Federation,Extant,Native,unspecified
2472,8,SJ,Svalbard and Jan Mayen,Extant,Native,unspecified
