name,count,code,country,presence,origin,distribution_code
13250,14,AU,Australia,Extant,Native,unspecified
13250,14,BM,Bermuda,Extant,Native,unspecified
13250,14,BR,Brazil,Extant,Native,unspecified
13250,14,CA,Canada,Extant,Native,unspecified
13250,14,ES,Spain,Extant,Native,unspecified
13250,14,FR,France,Extant,Native,unspecified
13250,14,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Native,unspecified
13250,14,IE,Ireland,Extant,Native,unspecified
13250,14,MG,Madagascar,Extant,Native,unspecified
13250,14,MZ,Mozambique,Extant,Native,unspecified
13250,14,PT,Portugal,Extant,Native,unspecified
13250,14,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,unspecified
13250,14,US,United States of America,Extant,Native,unspecified
13250,14,ZA,South Africa,Extant,Native,unspecified
