name,count,code,country,presence,origin,distribution_code
11146,11,AO,Angola,Extant,Native,unspecified
11146,11,AR,Argentina,Extant,Native,unspecified
11146,11,AU,Australia,Extant,Native,unspecified
11146,11,CL,Chile,Extant,Native,unspecified
11146,11,FK,Falkland Islands (Malvinas),Extant,Native,unspecified
11146,11,"NA",Namibia,Extant,Native,unspecified
11146,11,NZ,New Zealand,Extant,Native,unspecified
11146,11,PE,Peru,Extant,Native,unspecified
11146,11,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,unspecified
11146,11,TF,French Southern Territories,Extant,Native,unspecified
11146,11,ZA,South Africa,Extant,Native,unspecified
