name,count,code,country,presence,origin,distribution_code
40635,25,AU,Australia,Extant,Native,unspecified
40635,25,CN,China,Extant,Native,unspecified
40635,25,ID,Indonesia,Extant,Native,unspecified
40635,25,IN,India,Presence Uncertain,Native,unspecified
40635,25,JP,Japan,Extant,Native,unspecified
40635,25,KE,Kenya,Extant,Native,unspecified
40635,25,KM,Comoros,Extant,Native,unspecified
40635,25,LK,Sri Lanka,Extant,Native,unspecified
40635,25,MG,Madagascar,Extant,Native,unspecified
40635,25,MM,Myanmar,Extant,Native,unspecified
40635,25,MV,Maldives,Extant,Native,unspecified
40635,25,MX,Mexico,Extant,Native,unspecified
40635,25,MY,Malaysia,Extant,Native,unspecified
40635,25,MZ,Mozambique,Presence Uncertain,Native,unspecified
40635,25,NC,New Caledonia,Extant,Native,unspecified
40635,25,PH,Philippines,Extant,Native,unspecified
40635,25,PK,Pakistan,Presence Uncertain,Native,unspecified
40635,25,SO,Somalia,Extant,Native,unspecified
40635,25,TH,Thailand,Presence Uncertain,Native,unspecified
40635,25,TW,"Taiwan, Province of China",Extant,Native,unspecified
40635,25,TZ,"Tanzania, United Republic of",Presence Uncertain,Native,unspecified
40635,25,US,United States of America,Extant,Native,unspecified
40635,25,VN,Viet Nam,Presence Uncertain,Native,unspecified
40635,25,YT,Mayotte,Extant,Native,unspecified
40635,25,ZA,South Africa,Extant,Native,unspecified
