name,count,code,country,presence,origin,distribution_code
132835,13,AE,United Arab Emirates,Extant,Native,unspecified
132835,13,BH,Bahrain,Presence Uncertain,Native,unspecified
132835,13,IN,India,Extant,Native,unspecified
132835,13,IQ,Iraq,Extant,Native,unspecified
132835,13,IR,"Iran, Islamic Republic of",Extant,Native,unspecified
132835,13,KW,Kuwait,Extant,Native,unspecified
132835,13,LK,Sri Lanka,Extant,Native,unspecified
132835,13,MV,Maldives,Presence Uncertain,Native,unspecified
132835,13,OM,Oman,Extant,Native,unspecified
132835,13,PK,Pakistan,Extant,Native,unspecified
132835,13,QA,Qatar,Presence Uncertain,Native,unspecified
132835,13,SA,Saudi Arabia,Presence Uncertain,Native,unspecified
132835,13,YE,Yemen,Extant,Native,unspecified
