name,count,code,country,presence,origin,distribution_code
4592,59,AS,American Samoa,Extant,Native,unspecified
4592,59,AU,Australia,Extant,Native,unspecified
4592,59,CC,Cocos (Keeling) Islands,Extant,Native,unspecified
4592,59,CK,Cook Islands,Extant,Native,unspecified
4592,59,CN,China,Extant,Native,unspecified
4592,59,CX,Christmas Island,Extant,Native,unspecified
4592,59,DJ,Djibouti,Extant,Native,unspecified
4592,59,DT,Disputed Territory,Extant,Native,unspecified
4592,59,EG,Egypt,Extant,Native,unspecified
4592,59,ER,Eritrea,Extant,Native,unspecified
4592,59,FJ,Fiji,Extant,Native,unspecified
4592,59,FM,"Micronesia, Federated States of ",Extant,Native,unspecified
4592,59,GU,Guam,Extant,Native,unspecified
4592,59,HK,Hong Kong,Extant,Native,unspecified
4592,59,ID,Indonesia,Extant,Native,unspecified
4592,59,IL,Israel,Extant,Native,unspecified
4592,59,IN,India,Extant,Native,unspecified
4592,59,IO,British Indian Ocean Territory,Extant,Native,unspecified
4592,59,JP,Japan,Extant,Native,unspecified
4592,59,KE,Kenya,Extant,Native,unspecified
4592,59,KH,Cambodia,Extant,Native,unspecified
4592,59,KI,Kiribati,Extant,Native,unspecified
4592,59,KM,Comoros,Extant,Native,unspecified
4592,59,LK,Sri Lanka,Extant,Native,unspecified
4592,59,MG,Madagascar,Extant,Native,unspecified
4592,59,MH,Marshall Islands,Extant,Native,unspecified
4592,59,MM,Myanmar,Extant,Native,unspecified
4592,59,MP,Northern Mariana Islands,Extant,Native,unspecified
4592,59,MV,Maldives,Extant,Native,unspecified
4592,59,MY,Malaysia,Extant,Native,unspecified
4592,59,MZ,Mozambique,Extant,Native,unspecified
4592,59,NC,New Caledonia,Extant,Native,unspecified
4592,59,NR,Nauru,Extant,Native,unspecified
4592,59,NU,Niue,Extant,Native,unspecified
4592,59,PF,French Polynesia,Extant,Native,unspecified
4592,59,PG,Papua New Guinea,Extant,Native,unspecified
4592,59,PH,Philippines,Extant,Native,unspecified
4592,59,PN,Pitcairn,Extant,Native,unspecified
4592,59,PW,Palau,Extant,Native,unspecified
4592,59,SA,Saudi Arabia,Extant,Native,unspecified
4592,59,SB,Solomon Islands,Extant,Native,unspecified
4592,59,SC,Seychelles,Extant,Native,unspecified
4592,59,SD,Sudan,Extant,Native,unspecified
4592,59,SG,Singapore,Extant,Native,unspecified
4592,59,SO,Somalia,Extant,Native,unspecified
4592,59,TH,Thailand,Extant,Native,unspecified
4592,59,TK,Tokelau,Extant,Native,unspecified
4592,59,TL,Timor-Leste,Extant,Native,unspecified
4592,59,TO,Tonga,Extant,Native,unspecified
4592,59,TV,Tuvalu,Extant,Native,unspecified
4592,59,TW,"Taiwan, Province of China",Extant,Native,unspecified
4592,59,TZ,"Tanzania, United Republic of",Extant,Native,unspecified
4592,59,UM,United States Minor Outlying Islands,Extant,Native,unspecified
4592,59,VN,Viet Nam,Extant,Native,unspecified
4592,59,VU,Vanuatu,Extant,Native,unspecified
4592,59,WF,Wallis and Futuna,Extant,Native,unspecified
4592,59,WS,Samoa,Extant,Native,unspecified
4592,59,YE,Yemen,Extant,Native,unspecified
4592,59,YT,Mayotte,Extant,Native,unspecified
