name,count,code,country,presence,origin,distribution_code
13653,31,AL,Albania,Possibly Extinct,Native,unspecified
13653,31,BA,Bosnia and Herzegovina,Extinct Post-1500,Native,unspecified
13653,31,BG,Bulgaria,Extinct Post-1500,Native,unspecified
13653,31,CV,Cabo Verde,Possibly Extinct,Origin Uncertain,unspecified
13653,31,CY,Cyprus,Extant,Native,unspecified
13653,31,DZ,Algeria,Presence Uncertain,Native,unspecified
13653,31,EG,Egypt,Possibly Extinct,Native,unspecified
13653,31,EH,Western Sahara,Extant,Native,unspecified
13653,31,ES,Spain,Possibly Extinct,Native,unspecified
13653,31,FR,France,Possibly Extinct,Native,unspecified
13653,31,GE,Georgia,Extinct Post-1500,Origin Uncertain,unspecified
13653,31,GM,Gambia,Possibly Extinct,Origin Uncertain,unspecified
13653,31,GR,Greece,Extant,Native,unspecified
13653,31,HR,Croatia,Extant,Native,unspecified
13653,31,IL,Israel,Possibly Extinct,Native,unspecified
13653,31,IT,Italy,Possibly Extinct,Native,unspecified
13653,31,LB,Lebanon,Possibly Extinct,Native,unspecified
13653,31,LY,Libya,Possibly Extinct,Native,unspecified
13653,31,MA,Morocco,Presence Uncertain,Native,unspecified
13653,31,ME,Montenegro,Extinct Post-1500,Native,unspecified
13653,31,MR,Mauritania,Extant,Native,unspecified
13653,31,MT,Malta,Extinct Post-1500,Origin Uncertain,unspecified
13653,31,PT,Portugal,Extant,Native,unspecified
13653,31,RO,Romania,Extinct Post-1500,Native,unspecified
13653,31,RU,Russian Federation,Extinct Post-1500,Origin Uncertain,unspecified
13653,31,SI,Slovenia,Extinct Post-1500,Native,unspecified
13653,31,SN,Senegal,Extinct Post-1500,Origin Uncertain,unspecified
13653,31,SY,Syrian Arab Republic,Possibly Extinct,Native,unspecified
13653,31,TN,Tunisia,Possibly Extinct,Native,unspecified
13653,31,TR,Turkey,Extant,Native,unspecified
13653,31,UA,Ukraine,Extinct Post-1500,Origin Uncertain,unspecified
