name,count,code,country,presence,origin,distribution_code
84127873,10,AE,United Arab Emirates,Extant,Native,unspecified
84127873,10,BH,Bahrain,Extant,Native,unspecified
84127873,10,DJ,Djibouti,Extant,Native,unspecified
84127873,10,ER,Eritrea,Extant,Native,unspecified
84127873,10,IR,"Iran, Islamic Republic of",Extant,Native,unspecified
84127873,10,KW,Kuwait,Extant,Native,unspecified
84127873,10,OM,Oman,Extant,Native,unspecified
84127873,10,PK,Pakistan,Extant,Native,unspecified
84127873,10,QA,Qatar,Extant,Native,unspecified
84127873,10,YE,Yemen,Extant,Native,unspecified
