rgn_id,stock_id_taxonkey,mean_catch_non_human,catch_non_human,year,product
1,Gerreidae-57_400326,22.627372617,27.433424700000003,2001,fish_oil
1,Labridae-57_400362,8.4371618574,11.461036230000001,2001,fish_oil
2,Gerreidae-57_400326,2.386549341,1.71849078,2001,fish_oil
2,Labridae-57_400362,2.386549341,1.71849078,2001,fish_oil
3,Cephalopholis_miniata-81_606450,0.054139592925,0.049211019,2001,fish_oil
5,Gerreidae-71_400326,12.904596490275,13.543520400000002,2001,fish_oil
5,Labridae-71_400362,32.26148965125,33.858787500000005,2001,fish_oil
5,Rastrelliger_kanagurta-71_600111,30.469970475,12.110427,2001,fish_oil
5,Gerreidae-81_400326,1.4806983586275,1.5540092100000003,2001,fish_oil
5,Labridae-81_400362,3.701745825525,3.88502208,2001,fish_oil
5,Rastrelliger_kanagurta-81_600111,3.4961834250000003,1.3895739,2001,fish_oil
6,Holocentridae-71_400243,103.543701975,105.66765000000001,2001,fish_oil
6,Gerreidae-71_400326,20.7087417,21.13353,2001,fish_oil
6,Mullidae-71_400332,103.543701975,105.66765000000001,2001,fish_oil
6,Labridae-71_400362,103.619379294801,105.66765000000001,2001,fish_oil
6,Acanthuridae-71_400412,103.543701975,105.66765000000001,2001,fish_oil
6,Decapterus-71_502102,5.39347027005,0,2001,fish_oil
6,Pellona_ditchela-71_601641,0.5373181530900001,0,2001,fish_oil
6,Holocentridae-81_400243,3.1163308425,3.1802544,2001,fish_oil
6,Gerreidae-81_400326,0.6232661775,0.6360509700000001,2001,fish_oil
6,Mullidae-81_400332,3.1163308425,3.1802544,2001,fish_oil
6,Labridae-81_400362,3.11860848484215,3.1802544,2001,fish_oil
6,Acanthuridae-81_400412,3.1163308425,3.1802544,2001,fish_oil
6,Decapterus-81_502102,0.16232601352500003,0,2001,fish_oil
6,Pellona_ditchela-81_601641,0.0161715382875,0,2001,fish_oil
7,Encrasicholina_punctifer-71_600558,48.7663967475,10.1196,2001,fish_oil
8,Holocentridae-71_400243,13.4711376255,17.2782522,2001,fish_oil
8,Gerreidae-71_400326,14.8062966525,18.091098000000002,2001,fish_oil
8,Mullidae-71_400332,35.1620635275,44.009217,2001,fish_oil
8,Labridae-71_400362,11.9306211975,19.061060400000002,2001,fish_oil
8,Acanthuridae-71_400412,69.6630186,99.65147400000001,2001,fish_oil
8,Rastrelliger_kanagurta-71_600111,0.243,0.225,2001,fish_oil
9,Synodontidae-71_400160,0.5059677669252631,0,2001,fish_oil
9,Exocoetidae-71_400206,0.005331700494,0.011589039,2001,fish_oil
9,Labridae-71_400362,24.6096146940165,26.0286465204,2001,fish_oil
9,Acanthuridae-71_400412,2.3118188814900003,2.32302123,2001,fish_oil
9,Caesionidae-71_400459,0.2335950025425,0.06237774,2001,fish_oil
9,Pomacanthidae-71_400460,6.577841444220001,6.335824536,2001,fish_oil
9,Monacanthidae-71_400517,0.258213665115,2.2408209000000003e-4,2001,fish_oil
9,Decapterus-71_502102,13.754918421225,0,2001,fish_oil
9,Rastrelliger_kanagurta-71_600111,0.205071048495,0.016332318000000002,2001,fish_oil
9,Selar_crumenophthalmus-71_600387,2.34328256325,5.093383500000001,2001,fish_oil
9,Pellona_ditchela-71_601641,3.60180655389,0,2001,fish_oil
9,Mulloidichthys_flavolineatus-71_605983,27.8818447985775,29.370693420000002,2001,fish_oil
9,Cephalopholis_boenak-71_606444,0.00260860205925,2.0775492e-4,2001,fish_oil
9,Cephalopholis_miniata-71_606450,0.0114693910875,9.134478e-4,2001,fish_oil
11,Synodontidae-71_400160,0.16423447130526317,0,2001,fish_oil
11,Holocentridae-71_400243,85.1810112,92.08184399999999,2001,fish_oil
11,Gerreidae-71_400326,15.0578724825,16.1939259,2001,fish_oil
11,Mullidae-71_400332,29.1526557975,31.677959700000002,2001,fish_oil
