rgn_id,year,product,tonnes,usd_per_tonne,georgn_usd_per_tonne,georgn_id,global_usd_per_tonne,mean_usd_per_tonne,total_usd_value
82,2019,ornamentals,0,13.839026417897957,13.839026417897957,39,762.3986858156522,13.233878334950685,0
82,2020,ornamentals,0,13.28453454913226,13.28453454913226,39,533.8956822859074,13.233878334950685,0
82,2021,ornamentals,0,16.187521677881296,16.187521677881296,39,482.4878993830671,13.233878334950685,0
82,2022,ornamentals,0,12.258381992966504,12.258381992966504,39,313.3104942475703,13.233878334950685,0
82,2023,ornamentals,0,10.599927036875398,10.599927036875398,39,267.14713099669086,13.233878334950685,0
84,2019,ornamentals,0,2.6772366930917326,2.6772366930917326,15,762.3986858156522,6.4158584762022715,0
84,2020,ornamentals,0,0.368058319123782,0.368058319123782,15,533.8956822859074,6.4158584762022715,0
84,2021,ornamentals,0,8.205564718084808,8.205564718084808,15,482.4878993830671,6.4158584762022715,0
84,2022,ornamentals,0,7.891014999557552,7.891014999557552,15,313.3104942475703,6.4158584762022715,0
84,2023,ornamentals,0,12.937417651153485,12.937417651153485,15,267.14713099669086,6.4158584762022715,0
172,2019,ornamentals,0,21.7242787919613,21.7242787919613,5,762.3986858156522,54.18209284538497,0
172,2020,ornamentals,0,24.629079034786237,24.629079034786237,5,533.8956822859074,54.18209284538497,0
172,2021,ornamentals,0,41.39378413953324,41.39378413953324,5,482.4878993830671,54.18209284538497,0
172,2022,ornamentals,0,92.3160922400564,92.3160922400564,5,313.3104942475703,54.18209284538497,0
172,2023,ornamentals,0,90.84723002058767,90.84723002058767,5,267.14713099669086,54.18209284538497,0
250,2019,ornamentals,0.8,7.0375,200.9768418030223,NA,762.3986858156522,302.23623175721747,160.78147344241785
250,2020,ornamentals,0,584.9666258893922,584.9666258893922,NA,533.8956822859074,302.23623175721747,0
250,2021,ornamentals,0,718.4772831885801,718.4772831885801,NA,482.4878993830671,302.23623175721747,0
250,2022,ornamentals,0,119.35197331496364,119.35197331496364,NA,313.3104942475703,302.23623175721747,0
250,2023,ornamentals,0,81.34777639315145,81.34777639315145,NA,267.14713099669086,302.23623175721747,0
85,2019,ornamentals,0,200.9768418030223,200.9768418030223,NA,762.3986858156522,341.02410011782194,0
85,2020,ornamentals,0,584.9666258893922,584.9666258893922,NA,533.8956822859074,341.02410011782194,0
