rgn_id,year,product,tonnes
82,2019,ornamentals,0
82,2020,ornamentals,0
82,2021,ornamentals,0
82,2022,ornamentals,0
82,2023,ornamentals,0
84,2019,ornamentals,0
84,2020,ornamentals,0
84,2021,ornamentals,0
84,2022,ornamentals,0
84,2023,ornamentals,0
172,2019,ornamentals,0
172,2020,ornamentals,0
172,2021,ornamentals,0
172,2022,ornamentals,0
172,2023,ornamentals,0
250,2019,ornamentals,0.8
250,2020,ornamentals,0
250,2021,ornamentals,0
250,2022,ornamentals,0
250,2023,ornamentals,0
85,2019,ornamentals,0
85,2020,ornamentals,0
85,2021,ornamentals,0
85,2022,ornamentals,0
85,2023,ornamentals,0
16,2019,ornamentals,95.00062291195044
16,2020,ornamentals,50.19435974335744
16,2021,ornamentals,65.78180166206096
16,2022,ornamentals,94.44022734989746
16,2023,ornamentals,159.57709145990555
52,2019,ornamentals,12
52,2020,ornamentals,0
52,2021,ornamentals,0.2
52,2022,ornamentals,0
52,2023,ornamentals,4
204,2019,ornamentals,40.2322725258382
204,2020,ornamentals,0
204,2021,ornamentals,0
204,2022,ornamentals,0.38
204,2023,ornamentals,0.38
124,2019,ornamentals,0
124,2020,ornamentals,0
124,2021,ornamentals,0
124,2022,ornamentals,0
124,2023,ornamentals,0
59,2019,ornamentals,4.29
59,2020,ornamentals,10.47
59,2021,ornamentals,5.86
59,2022,ornamentals,5.89
59,2023,ornamentals,6.8
164,2019,ornamentals,0
164,2020,ornamentals,0
164,2021,ornamentals,0
164,2022,ornamentals,0.34
164,2023,ornamentals,11.36
245,2019,ornamentals,0
245,2020,ornamentals,0
245,2021,ornamentals,0
245,2022,ornamentals,0
245,2023,ornamentals,0
171,2019,ornamentals,2.63
171,2020,ornamentals,1.49
171,2021,ornamentals,1.56
171,2022,ornamentals,2.35
171,2023,ornamentals,2.6
247,2019,ornamentals,0
247,2020,ornamentals,0
247,2021,ornamentals,0
247,2022,ornamentals,0
247,2023,ornamentals,0
71,2019,ornamentals,197.26
71,2020,ornamentals,414.68
71,2021,ornamentals,349.15
71,2022,ornamentals,178.98
71,2023,ornamentals,178.98
24,2019,ornamentals,0
24,2020,ornamentals,0
24,2021,ornamentals,0
24,2022,ornamentals,0
24,2023,ornamentals,0
197,2019,ornamentals,0.7
197,2020,ornamentals,0.9
197,2021,ornamentals,2.7
197,2022,ornamentals,1.393461817441164
197,2023,ornamentals,1.393461817441164
218,2019,ornamentals,0
218,2020,ornamentals,0
218,2021,ornamentals,0.87
218,2022,ornamentals,0.17
218,2023,ornamentals,0.17
224,2019,ornamentals,0
224,2020,ornamentals,0
224,2021,ornamentals,0
224,2022,ornamentals,0
224,2023,ornamentals,0
209,2019,ornamentals,0.07
209,2020,ornamentals,0.08803259261990637
209,2021,ornamentals,0.08375355840023653
209,2022,ornamentals,0.07709127386624673
209,2023,ornamentals,0.09182196792801708
132,2019,ornamentals,125.38
132,2020,ornamentals,7.73
132,2021,ornamentals,0.14
132,2022,ornamentals,0
132,2023,ornamentals,0
153,2019,ornamentals,0.01
153,2020,ornamentals,0
153,2021,ornamentals,0
153,2022,ornamentals,0
153,2023,ornamentals,0
130,2019,ornamentals,36.88
130,2020,ornamentals,23.89
130,2021,ornamentals,37.29
130,2022,ornamentals,27.46
130,2023,ornamentals,14.9
112,2019,ornamentals,0.07
112,2020,ornamentals,1.14
112,2021,ornamentals,0.33
112,2022,ornamentals,0.31
112,2023,ornamentals,0.23
244,2019,ornamentals,0.01
244,2020,ornamentals,0.01
244,2021,ornamentals,0.01
244,2022,ornamentals,0.08
244,2023,ornamentals,0.12
199,2019,ornamentals,0
199,2020,ornamentals,0
199,2021,ornamentals,0.3
199,2022,ornamentals,0.77
199,2023,ornamentals,0.77
175,2019,ornamentals,0
175,2020,ornamentals,0.03
175,2021,ornamentals,0.04
175,2022,ornamentals,0.12
175,2023,ornamentals,0.12
46,2019,ornamentals,315.14963740893836
46,2020,ornamentals,389.47429971557995
46,2021,ornamentals,0
46,2022,ornamentals,0
46,2023,ornamentals,0
115,2019,ornamentals,0.03
115,2020,ornamentals,0.1
115,2021,ornamentals,0.06
115,2022,ornamentals,0
115,2023,ornamentals,0
137,2019,ornamentals,2
137,2020,ornamentals,1.9901203819408584
137,2021,ornamentals,1.34
137,2022,ornamentals,0
137,2023,ornamentals,0
214,2019,ornamentals,35.32
214,2020,ornamentals,65.78
214,2021,ornamentals,58.64
214,2022,ornamentals,105.42
214,2023,ornamentals,82.54
134,2019,ornamentals,0
134,2020,ornamentals,0
134,2021,ornamentals,0
134,2022,ornamentals,0
134,2023,ornamentals,0
104,2019,ornamentals,0
104,2020,ornamentals,0
104,2021,ornamentals,0
104,2022,ornamentals,0
104,2023,ornamentals,0
45,2019,ornamentals,0
45,2020,ornamentals,0
45,2021,ornamentals,0
45,2022,ornamentals,0
45,2023,ornamentals,0
18,2019,ornamentals,153.1
18,2020,ornamentals,168.15
18,2021,ornamentals,213.77
18,2022,ornamentals,218.89
18,2023,ornamentals,131.35
179,2019,ornamentals,30.03
179,2020,ornamentals,25.54
179,2021,ornamentals,31.33
179,2022,ornamentals,28.56
179,2023,ornamentals,17.65
147,2019,ornamentals,55.02
147,2020,ornamentals,41.05
147,2021,ornamentals,32.27
147,2022,ornamentals,54.06
147,2023,ornamentals,54.06
176,2019,ornamentals,1.2
176,2020,ornamentals,0.45
176,2021,ornamentals,0.39
176,2022,ornamentals,0.2
176,2023,ornamentals,0.55
106,2019,ornamentals,104.63
106,2020,ornamentals,2.44
106,2021,ornamentals,2.67
106,2022,ornamentals,27.52
106,2023,ornamentals,0.78
80,2019,ornamentals,0
80,2020,ornamentals,0
80,2021,ornamentals,0
80,2022,ornamentals,0
80,2023,ornamentals,0
140,2019,ornamentals,0
140,2020,ornamentals,0
140,2021,ornamentals,0
140,2022,ornamentals,0
140,2023,ornamentals,0
136,2019,ornamentals,0
136,2020,ornamentals,0
136,2021,ornamentals,0
136,2022,ornamentals,0
136,2023,ornamentals,0
194,2019,ornamentals,0.05
194,2020,ornamentals,0.01
194,2021,ornamentals,0.15
194,2022,ornamentals,0
194,2023,ornamentals,0
193,2019,ornamentals,0
193,2020,ornamentals,0
193,2021,ornamentals,0
193,2022,ornamentals,0
193,2023,ornamentals,0
167,2019,ornamentals,3.31
167,2020,ornamentals,0
167,2021,ornamentals,0
167,2022,ornamentals,0
167,2023,ornamentals,0
114,2019,ornamentals,0.22
114,2020,ornamentals,0.21
114,2021,ornamentals,0.08
114,2022,ornamentals,0.2
114,2023,ornamentals,0.05
133,2019,ornamentals,0
133,2020,ornamentals,0
133,2021,ornamentals,0
133,2022,ornamentals,0
133,2023,ornamentals,0
203,2019,ornamentals,48.45
203,2020,ornamentals,40.06
203,2021,ornamentals,7
203,2022,ornamentals,17.6
203,2023,ornamentals,18.73
216,2019,ornamentals,437.15
216,2020,ornamentals,424.48
216,2021,ornamentals,462.64
216,2022,ornamentals,521.58
216,2023,ornamentals,674.06
191,2019,ornamentals,28.25
191,2020,ornamentals,581.21
191,2021,ornamentals,16.71
191,2022,ornamentals,10.1
191,2023,ornamentals,3.7
181,2019,ornamentals,0
181,2020,ornamentals,2.89
181,2021,ornamentals,0
181,2022,ornamentals,0
181,2023,ornamentals,0.12
79,2019,ornamentals,0.03
79,2020,ornamentals,0
79,2021,ornamentals,6.134658354230993
79,2022,ornamentals,0
79,2023,ornamentals,0
184,2019,ornamentals,37.04
184,2020,ornamentals,26.12
184,2021,ornamentals,15
184,2022,ornamentals,11.89
184,2023,ornamentals,9.1
195,2019,ornamentals,0
195,2020,ornamentals,0
195,2021,ornamentals,0
195,2022,ornamentals,0
195,2023,ornamentals,0
166,2019,ornamentals,0
166,2020,ornamentals,0
166,2021,ornamentals,0
166,2022,ornamentals,0
166,2023,ornamentals,0
210,2019,ornamentals,0.93
210,2020,ornamentals,2.45
210,2021,ornamentals,1.8
210,2022,ornamentals,1.58
210,2023,ornamentals,1.58
215,2019,ornamentals,0
215,2020,ornamentals,0
215,2021,ornamentals,0
215,2022,ornamentals,0
215,2023,ornamentals,1.3816770897394406
43,2019,ornamentals,99.06
43,2020,ornamentals,407.88
43,2021,ornamentals,507.47
43,2022,ornamentals,448.22
43,2023,ornamentals,416.8
212,2019,ornamentals,1.8095444534782068
212,2020,ornamentals,0.26
212,2021,ornamentals,0
212,2022,ornamentals,0
212,2023,ornamentals,1.3653499080563027
69,2019,ornamentals,0
69,2020,ornamentals,0
69,2021,ornamentals,0
69,2022,ornamentals,0
69,2023,ornamentals,0
78,2019,ornamentals,0
78,2020,ornamentals,4.74
78,2021,ornamentals,2.88
78,2022,ornamentals,0
78,2023,ornamentals,0.8108503279092554
97,2019,ornamentals,0
97,2020,ornamentals,0
97,2021,ornamentals,0
97,2022,ornamentals,0
97,2023,ornamentals,0
67,2019,ornamentals,0
67,2020,ornamentals,0
67,2021,ornamentals,0
67,2022,ornamentals,0
67,2023,ornamentals,0
189,2019,ornamentals,38.71
189,2020,ornamentals,23.97
189,2021,ornamentals,25.71
189,2022,ornamentals,35.28
189,2023,ornamentals,26.67
42,2019,ornamentals,1.02
42,2020,ornamentals,0
42,2021,ornamentals,0.01
42,2022,ornamentals,0.33
42,2023,ornamentals,0.51
206,2019,ornamentals,67.63191511177715
206,2020,ornamentals,49.56371459894797
206,2021,ornamentals,55.72629596253938
206,2022,ornamentals,74.92928817211339
206,2023,ornamentals,104.13228560052758
39,2019,ornamentals,286.71
39,2020,ornamentals,286.9683191576424
39,2021,ornamentals,304.69
39,2022,ornamentals,333.91
39,2023,ornamentals,317.51
11,2019,ornamentals,0.31
11,2020,ornamentals,0.14
11,2021,ornamentals,5.972256565763969
11,2022,ornamentals,7.2
11,2023,ornamentals,8.01
37,2019,ornamentals,5.3
37,2020,ornamentals,1
37,2021,ornamentals,1.05
37,2022,ornamentals,1.68
37,2023,ornamentals,1.16
29,2019,ornamentals,0
29,2020,ornamentals,0
29,2021,ornamentals,0
29,2022,ornamentals,0
29,2023,ornamentals,0
135,2019,ornamentals,8.75046754812837
135,2020,ornamentals,22.082504005403223
135,2021,ornamentals,20.82400832071528
135,2022,ornamentals,113.18660638618697
135,2023,ornamentals,0.01
9,2019,ornamentals,0.05
9,2020,ornamentals,1.0365525721256468
9,2021,ornamentals,2.3889866588743836
9,2022,ornamentals,2.4763325968743786
9,2023,ornamentals,1.5287637428747196
62,2019,ornamentals,0
62,2020,ornamentals,0
62,2021,ornamentals,0
62,2022,ornamentals,0
62,2023,ornamentals,0
41,2019,ornamentals,0.4
41,2020,ornamentals,0.06
41,2021,ornamentals,0
41,2022,ornamentals,0.11
41,2023,ornamentals,0.1
205,2019,ornamentals,0.68
205,2020,ornamentals,0.55
205,2021,ornamentals,0.29
205,2022,ornamentals,0
205,2023,ornamentals,0
101,2019,ornamentals,0
101,2020,ornamentals,0
101,2021,ornamentals,0
101,2022,ornamentals,0.5
101,2023,ornamentals,4.01
177,2019,ornamentals,817.71
177,2020,ornamentals,1277.23
177,2021,ornamentals,2190.94
177,2022,ornamentals,1740.04
177,2023,ornamentals,1334.84
5,2019,ornamentals,2.91
5,2020,ornamentals,0.99
5,2021,ornamentals,0.73
5,2022,ornamentals,0.86
5,2023,ornamentals,0.54
162,2019,ornamentals,1.3
162,2020,ornamentals,0.21
162,2021,ornamentals,0
162,2022,ornamentals,0
162,2023,ornamentals,0
131,2019,ornamentals,511.14
131,2020,ornamentals,6.39
131,2021,ornamentals,6.02
