rgn_name,rgn_id,product,year,tonnes,usd,level,georgn_id,georgn_usd_per_tonne
NA,1,seaweeds,2019,NA,NA,r2,53,NA
NA,1,seaweeds,2019,NA,NA,r2,53,1.788754344869276
NA,1,seaweeds,2019,NA,NA,r2,53,58.524541398116014
NA,1,seaweeds,2020,NA,NA,r2,53,NA
NA,1,seaweeds,2020,NA,NA,r2,53,3.079180854635269
NA,1,seaweeds,2020,NA,NA,r2,53,57.02798789712556
NA,1,seaweeds,2021,NA,NA,r2,53,NA
NA,1,seaweeds,2021,NA,NA,r2,53,3.557564766839378
NA,1,seaweeds,2021,NA,NA,r2,53,12.43193837663831
NA,1,seaweeds,2022,NA,NA,r2,53,NA
NA,1,seaweeds,2022,NA,NA,r2,53,3.1276072696258574
NA,1,seaweeds,2022,NA,NA,r2,53,27.54988216810683
NA,1,seaweeds,2023,NA,NA,r2,53,NA
NA,1,seaweeds,2023,NA,NA,r2,53,2.954443246573233
NA,1,seaweeds,2023,NA,NA,r2,53,35.04090909090909
NA,1,ornamentals,2019,NA,NA,r2,53,NA
NA,1,ornamentals,2019,NA,NA,r2,53,16.457681561194516
NA,1,ornamentals,2019,NA,NA,r2,53,24.56923076923077
NA,1,ornamentals,2020,NA,NA,r2,53,NA
NA,1,ornamentals,2020,NA,NA,r2,53,16.493088152390595
NA,1,ornamentals,2020,NA,NA,r2,53,50.80952380952381
NA,1,ornamentals,2021,NA,NA,r2,53,NA
NA,1,ornamentals,2021,NA,NA,r2,53,16.480241839062376
NA,1,ornamentals,2021,NA,NA,r2,53,NA
NA,1,ornamentals,2022,NA,NA,r2,53,NA
NA,1,ornamentals,2022,NA,NA,r2,53,16.465546977547472
NA,1,ornamentals,2022,NA,NA,r2,53,NA
NA,1,ornamentals,2023,NA,NA,r2,53,NA
NA,1,ornamentals,2023,NA,NA,r2,53,16.449854900755273
NA,1,ornamentals,2023,NA,NA,r2,53,NA
NA,1,fish_oil,2019,NA,NA,r2,53,NA
NA,1,fish_oil,2019,NA,NA,r2,53,2.318758401811254
NA,1,fish_oil,2019,NA,NA,r2,53,2.331446322728988
NA,1,fish_oil,2020,NA,NA,r2,53,NA
NA,1,fish_oil,2020,NA,NA,r2,53,3.5046782081142296
NA,1,fish_oil,2020,NA,NA,r2,53,3.837138257783632
NA,1,fish_oil,2021,NA,NA,r2,53,NA
NA,1,fish_oil,2021,NA,NA,r2,53,4.414607052091405
